"","ISO","lang.family.x","lang.genus.x","native.country.x","native.country.area.x","language.x","lang.family.y","lang.genus.y","native.country.y","native.country.area.y","language.y","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log"
"1","cat","Indo-European","Romance","Spain","Europe","catalan","Indo-European","Romance","Spain","Europe","catalan",41.75,2,1366457.25,1092920.75,6.5,15.800025,49.822625,17.028375,5.206675,9.75,6.82395
"2","eng","Indo-European","Germanic","United Kingdom","Europe","english","Indo-European","Germanic","United Kingdom","Europe","english",52,0,60193309.2941176,274119338.764706,26.7647058823529,10.400145,49.67513,7.93249,5.166097,8.210026,8.49045
"3","fra","Indo-European","Romance","Switzerland","Europe","french","Indo-European","Romance","Switzerland","Europe","french",48,2,10563426.375,5717447.125,15.875,10.4703754716981,52.3178867924528,6.95769811320755,5.85321886792453,8.90107735849057,7.81197
"4","por","Indo-European","Romance","Portugal","Europe","portuguese","Indo-European","Romance","Portugal","Europe","portuguese",39,-8,9139129,7738523,11,15.7578090909091,54.5903939393939,32.4133939393939,5.32146363636364,7.97979696969697,8.24909
"5","spa","Indo-European","Romance","Spain","Europe","spanish","Indo-European","Romance","Spain","Europe","spanish",40,-4,11665306.4444444,10578811.8888889,14.5555555555556,14.7713026315789,35.2508684210526,15.1995263157895,6.88576842105263,6.55263157894737,8.50826
"6","arz","Afro-Asiatic","Semitic","Egypt","Africa","arabicegyptian","Afro-Asiatic","Semitic","Egypt","Africa","arabicegyptian",30,31,3306230,2379857,4,21.0072222222222,2.49588888888889,2.85911111111111,5.43184444444444,0.0893666666666667,7.66578
"7","arb","Afro-Asiatic","Semitic","Yemen","Asia","arabic","Afro-Asiatic","Semitic","Yemen","Asia","arabic",25,42,NA,NA,NA,NA,NA,NA,NA,NA,8.31387
"8","afb","Afro-Asiatic","Semitic","Saudi Arabia","Asia","arabicgulf","Afro-Asiatic","Semitic","Saudi Arabia","Asia","arabicgulf",26,49,5959005.55555556,3503967.44444444,10.8888888888889,25.651525,10.26825,12.547375,6.9050125,0.805475,6.36896
"9","ben","Indo-European","Indic","India","Asia","bengali","Indo-European","Indic","India","Asia","bengali",24,90,5319442,65467,36.5,25.6542,169.112444444444,155.335444444444,3.87976666666667,7.38046666666667,8.23317
"10","dan","Indo-European","Germanic","Denmark","Europe","danish","Indo-European","Germanic","Denmark","Europe","danish",56,10,2253907,5242716,7,7.6049,58.026875,16.50375,6.3084375,6.090275,6.72426
"11","deu","Indo-European","Germanic","Switzerland","Europe","german","Indo-European","Germanic","Switzerland","Europe","german",52,10,4911687.88888889,1506806.88888889,13.6666666666667,8.0410325,68.884125,14.081325,6.4915375,6.7433325,7.97952
"12","ell","Indo-European","Greek","Greece","Europe","greek","Indo-European","Greek","Greece","Europe","greek",39,22,1987067.57142857,6522136.71428571,5.42857142857143,17.3359121212121,60.3326666666667,33.2696363636364,7.07479393939394,7.67866060606061,7.08844
"13","hin","Indo-European","Indic","India","Asia","hindi","Indo-European","Indic","India","Asia","hindi",25,77,16985416.5,7048274,106.5,25.61550625,95.25125,139.4201875,5.80816875,4.1553875,8.25711
"14","ita","Indo-European","Romance","Switzerland","Europe","italian","Indo-European","Romance","Switzerland","Europe","italian",43,12,2981010.5,1311341.75,11.75,13.4033642857143,75.5140714285714,20.4518928571429,6.68983571428571,9.90546071428571,7.7888
"15","jpn","Japanese","Japanese","Japan","Asia","japanese","Japanese","Japanese","Japan","Asia","japanese",37,140,36786086,90111963,18,10.669896,122.472,60.78324,8.86224,7.709504,8.0879
"16","zsm","Austronesian","Sundic","Malaysia","Asia","malay","Austronesian","Sundic","Malaysia","Asia","malay",3,102,4552502.75,13895686,67.75,26.84225,192.7595,69.891125,0.490175,11.796225,7.24562
"17","mal","Dravidian","Southern Dravidian","India","Asia","malayalam","Dravidian","Southern Dravidian","India","Asia","malayalam",10,76.5,3299265,3500189,34,26.9530888888889,253.263222222222,215.625888888889,1.02366666666667,9.36296666666667,7.55336
"18","pan","Indo-European","Indic","Pakistan","Asia","panjabi","Indo-European","Indic","Pakistan","Asia","panjabi",31,74,4911310,1430979,16,22.7048,86.167,103.074,7.4523,5.1429,7.44726
"19","pol","Indo-European","Slavic","Poland","Europe","polish","Indo-European","Slavic","Poland","Europe","polish",52,20,7785362.5,1340968.5,7.25,7.6177,54,21.769,8.1055,6.881,7.63051
"20","pes","Indo-European","Iranian","Iran","Asia","persian","Indo-European","Iranian","Iran","Asia","persian",32,54,68593415,18531563,59,18.8035153846154,4.76596153846154,4.6785,9.2819,0.108626923076923,7.38589
"21",NA,"Indo-European","Indic","Sri Lanka","Asia",NA,"Indo-European","Indic","Sri Lanka","Asia",NA,15.142523364486,28.510041536864,1602461.99550898,810982.229041916,7.98952095808383,19.8209520446097,113.343076208178,68.9141747211896,3.75038420074349,7.44357955390335,4.58585082035306
"22","som","Afro-Asiatic","Eastern Cushitic","Somalia","Africa","somali","Afro-Asiatic","Eastern Cushitic","Somalia","Africa","somali",3,45,22171958,3462603.5,12.5,27.0416166666667,36.2158333333333,34.66075,1.63999166666667,3.33974166666667,7.10221
"23","swa","Niger-Congo","Bantoid","Tanzania","Africa","swahili","Niger-Congo","Bantoid","Tanzania","Africa","swahili",-6.5,39,207951,829201,5.5,26.3447444444444,101.259888888889,78.2663333333333,1.44818888888889,8.10233333333333,5.88798
"24","swe","Indo-European","Germanic","Sweden","Europe","swedish","Indo-European","Germanic","Sweden","Europe","swedish",60,15,22889222,8626187,14.5,4.4875,51.211,17.219,8.3133,5.2722,6.94398
"25","tel","Dravidian","South-Central Dravidian","India","Asia","telugu","Dravidian","South-Central Dravidian","India","Asia","telugu",16,79,24001535,7197160,40,27.5381,81.056,82.884,3.191,5.4667,7.84316
"26","tha","Tai-Kadai","Kam-Tai","Thailand","Asia","thai","Tai-Kadai","Kam-Tai","Thailand","Asia","thai",16,101,15294278,9003688,31,27.3432,104.94975,88.85225,2.084625,7.073875,7.306
"27","tur","Altaic","Turkic","Turkey","Eurasia","turkish","Altaic","Turkic","Turkey","Eurasia","turkish",39,35,12279958.6,4284342.6,13.4,10.4969727272727,34.7320909090909,17.7285151515152,7.46548484848485,4.2002303030303,7.70437
"28","urd","Indo-European","Indic","Pakistan","Asia","urdu","Indo-European","Indic","Pakistan","Asia","urdu",25,67,642062.5,1204216,12.5,26.058019047619,19.4038095238095,28.873380952381,4.25017142857143,1.6047619047619,7.78178
"29","azb","Altaic","Turkic","Iraq","Asia","azerbaijani","Altaic","Turkic","Iraq","Asia","azerbaijani",40.5,48.5,2740630.85714286,1361841.42857143,12,13.3955833333333,38.7445,28.0053333333333,8.8571,5.2796,7.38675
"30","brh","Dravidian","Northern Dravidian","Pakistan","Asia","brahui","Dravidian","Northern Dravidian","Pakistan","Asia","brahui",28.5,67,4586047,851496.5,8,21.82815,9.6355,11.453,8.63695,1.375,6.34439
"31","rmt","Indo-European","Indic","Jordan","Asia","domari","Indo-European","Indic","Jordan","Asia","domari",32,35,117,4197,6,20.0686,41.412,48.517,5.5623,4.7059,6.27326
"32","prs","Indo-European","Iranian","Afghanistan","Asia","dari","Indo-European","Iranian","Afghanistan","Asia","dari",35,66,14277200,5697927,85,7.17473333333333,27.0616666666667,24.3076666666667,9.7398,1.6611,6.88081
"33","gju","Indo-European","Indic","India","Asia","gojri","Indo-European","Indic","India","Asia","gojri",32.75,76.25,73158.6666666667,319610,8.66666666666667,17.8133,86.383,57.085,7.3086,8.4,5.99665
"34","sgl","Indo-European","Iranian","Tajikistan","Asia","ishkashmi","Indo-European","Iranian","Tajikistan","Asia","ishkashmi",37,72,67742,131111.5,7.5,NA,NA,NA,NA,NA,3.17609
"35","kaz","Altaic","Turkic","Kazakhstan","Asia","kazakh","Altaic","Turkic","Kazakhstan","Asia","kazakh",50,70,30422412.3333333,7813576,17.8333333333333,6.046175,14.5375,8.6215,13.213,1.0697,6.91269
"36","kir","Altaic","Turkic","Kyrgyzstan","Asia","kirghiz","Altaic","Turkic","Kyrgyzstan","Asia","kirghiz",42,75,6029158.25,2445639.5,10.75,11.40065,12.4645,7.527,11.27955,0.875,6.49648
"37","kaa","Altaic","Turkic","Uzbekistan","Asia","karakalpak","Altaic","Turkic","Uzbekistan","Asia","karakalpak",43,60,1731780,2084389,8,11.2,10.1586,6.1312,12.0148,0.1,5.61441
"38","bsh","Indo-European","Indic","Pakistan","Asia","katiinafghanistan","Indo-European","Indic","Pakistan","Asia","katiinafghanistan",35.5,70,208274.5,277989.5,10,NA,NA,NA,NA,NA,4.27184
"39","mhj","Altaic","Mongolic","Afghanistan","Asia","moghol","Altaic","Mongolic","Afghanistan","Asia","moghol",35,62,7003,31464,2,NA,NA,NA,NA,NA,2.30103
"40","oru","Indo-European","Iranian","Pakistan","Asia","ormuri","Indo-European","Iranian","Pakistan","Asia","ormuri",32.5,69.75,27199,60837,4,NA,NA,NA,NA,NA,3.02119
"41","prn","Indo-European","Indic","Afghanistan","Asia","prasuni","Indo-European","Indic","Afghanistan","Asia","prasuni",35.5,71,43998,86236,5,NA,NA,NA,NA,NA,3
"42","apc","Afro-Asiatic","Semitic","Syria","Asia","arabicsyrian","Afro-Asiatic","Semitic","Syria","Asia","arabicsyrian",34,38,1070301.5,855644.25,7,16.7884214285714,19.4375,17.4723571428571,7.42665714285714,1.31492142857143,7.15563
"43","aln","Indo-European","Albanian","Albania","Europe","albanian","Indo-European","Albanian","Albania","Europe","albanian",41,20,747334.5,619994,7.5,14.9028625,90.279,38.0735,6.3285375,9.84375,6.44393
"44","mkd","Indo-European","Slavic","Macedonia","Europe","macedonian","Indo-European","Slavic","Macedonia","Europe","macedonian",41.67,21.75,1163661,620942.666666667,11,12.2885166666667,44.2951666666667,10.7826666666667,8.15715,6.04166666666667,6.20364
"45","hye","Indo-European","Armenian","Turkey","Eurasia","armenian","Indo-European","Armenian","Turkey","Eurasia","armenian",40,45,641915.666666667,529636.166666667,7.5,12.8469785714286,20.7108571428571,11.4793928571429,10.3308071428571,4.05892857142857,6.82762
"46","kat","Kartvelian","Kartvelian","Georgia","Asia","georgian","Kartvelian","Kartvelian","Georgia","Asia","georgian",42,44,1206558.5,771888,14.75,5.49747272727273,67.4981818181818,24.1493636363636,7.20645454545455,6.12120909090909,6.62103
"47","kmr","Indo-European","Iranian","Turkey","Eurasia","kurmanji","Indo-European","Iranian","Turkey","Eurasia","kurmanji",38,42,2695992.125,1416432.75,13,14.3647655172414,67.6056206896552,49.4219310344828,9.75544137931034,4.31934827586207,6.95969
"48","krc","Altaic","Turkic","Russia","Eurasia","karachaybalkar","Altaic","Turkic","Russia","Eurasia","karachaybalkar",43.5,42,1312300,775235,9,1.40115714285714,59.4937142857143,47.5788571428571,6.37652857142857,4.21428571428571,5.38209
"49","aii","Afro-Asiatic","Semitic","Syria","Asia","neoaramaicassyrian","Afro-Asiatic","Semitic","Syria","Asia","neoaramaicassyrian",36,41,62670.25,181374.75,7,18.1848666666667,24.3280833333333,22.3165416666667,9.49610416666667,4.08333333333333,5.3227
"50","rus","Indo-European","Slavic","Russia","Eurasia","russian","Indo-European","Slavic","Russia","Eurasia","russian",56,38,178501546.4,75484758.6,47.8,4.90176666666667,53.4298666666667,17.1219666666667,10.4204833333333,4.78655,8.16146
"51","ukr","Indo-European","Slavic","Ukraine","Asia","ukranian","Indo-European","Slavic","Ukraine","Asia","ukranian",49,33,14961795,2394412.5,12.25,8.77156666666667,54.2056666666667,18.078,8.46003333333333,6.7857,7.59596
"52","nld","Indo-European","Germanic","Netherlands","Europe","dutch","Indo-European","Germanic","Netherlands","Europe","dutch",52.5,6,2266889.5,2017471,18,9.44725,65.8815,10.7075,5.76255,7.22545,7.23982
"53","pap","Creoles and Pidgins","","Netherlands Antilles","North America","papiamentu","Creoles and Pidgins","","Netherlands Antilles","North America","papiamentu",12.25,-69,42606,690797.5,2.5,27.1655,47.756,34.611,0.941,3.6429,5.50433
"54","kwn","Niger-Congo","Bantoid","Namibia","Africa","kwangali","Niger-Congo","Bantoid","Namibia","Africa","kwangali",-18,19.5,1357490.5,678348,11,23.0167,52.417,63.476,3.1797,4,4.92416
"55","xuu","Khoisan","Central Khoisan","Namibia","Africa","kxoe","Khoisan","Central Khoisan","Namibia","Africa","kxoe",-17.5,22.5,1143666,624992.666666667,14.6666666666667,NA,NA,NA,NA,NA,3.99948
"56","lun","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lunda","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lunda",-10.67,24,4350977.33333333,2140151,17,21.0898,108.463333333333,98.9996666666667,1.3337,7,5.60206
"57","lch","Niger-Congo","Bantoid","Angola","Africa","lucazi","Niger-Congo","Bantoid","Angola","Africa","lucazi",-14,20,2684711.5,790190,6.5,20.2417,86.4165,92.8325,2.5439,6,5.32098
"58","lue","Niger-Congo","Bantoid","Angola","Africa","luvale","Niger-Congo","Bantoid","Angola","Africa","luvale",-12,22,5264430,1610599,14.5,20.04375,113.9585,107.957,1.80825,7,5.82543
"59","ndo","Niger-Congo","Bantoid","Namibia","Africa","ndonga","Niger-Congo","Bantoid","Namibia","Africa","ndonga",-18,17,2108641.5,1104342.5,11.5,22.14375,42.375,47.3825,3.5902,4,5.84025
"60","ajp","Afro-Asiatic","Semitic","Palestinian West Bank and Gaza","Asia","arabicpalestinian","Afro-Asiatic","Semitic","Palestinian West Bank and Gaza","Asia","arabicpalestinian",32,35.25,934843.333333333,651303.333333333,10.6666666666667,20.3604375,37.648875,43.733625,5.756,4.5665875,6.78852
"61","ayc","Aymaran","Aymaran","Peru","South America","aymara central","Aymaran","Aymaran","Peru","South America","aymara central",-17,-69,5197080.8,1347249.4,5.2,7.7083,49.708,48.984,2.2948,7.5,6.34785
"62","cag","Matacoan","Matacoan","Paraguay","South America","chulupi","Matacoan","Matacoan","Paraguay","South America","chulupi",-23.5,-60.5,895068.5,420672.5,6.5,22.875,44.667,27.711,3.9733,6,4.26007
"63","gui","Tupian","Tupi-Guaraní","Paraguay","South America","chiriguano","Tupian","Tupi-Guaraní","Paraguay","South America","chiriguano",-23.67,-64.33,1530477,508480.666666667,3.33333333333333,23.25,59.583,58.761,4.0831,5,4.68997
"64","crq","Matacoan","Matacoan","Paraguay","South America","chorote","Matacoan","Matacoan","Paraguay","South America","chorote",-22.5,-62.5,58645.25,166969.75,5.5,23.4708,35.667,31.993,4.0849,3,3.30276
"65","pue","Chon","Puelche","Argentina","South America","gununakune","Chon","Puelche","Argentina","South America","gununakune",-41,-67,NA,NA,NA,NA,NA,NA,NA,NA,1.69897
"66","gug","Tupian","Tupi-Guaraní","Paraguay","South America","guarani","Tupian","Tupi-Guaraní","Paraguay","South America","guarani",-26,-56,NA,NA,NA,22.125,135,33.726,3.6332,12,6.68556
"67","kgk","Tupian","Tupi-Guaraní","Paraguay","South America","kaiwa","Tupian","Tupi-Guaraní","Paraguay","South America","kaiwa",-25,-55,1690897.5,811844,5.5,NA,NA,NA,NA,NA,4.19067
"68","lit","Indo-European","Baltic","Lithuania","Europe","lithuanian","Indo-European","Baltic","Lithuania","Europe","lithuanian",55,24,6457464,2037155,6,6.38830526315789,51.9388947368421,15.6718947368421,8.57934210526316,6.96491052631579,6.49489
"69","aed","Sign Languages","","Argentina","South America","lenguadesenasargentina","Sign Languages","","Argentina","South America","lenguadesenasargentina",-34,-63,NA,NA,NA,16,70.5,44.166,5.4155,10,1.699
"70","arn","Araucanian","Araucanian","Chile","South America","mapudungun","Araucanian","Araucanian","Chile","South America","mapudungun",-38,-72,7956435.5,1923419,2,12.4139,117.417,90.652,4.0773,10,5.47712
"71","moc","Guaicuruan","Guaicuruan","Argentina","South America","mocovi","Guaicuruan","Guaicuruan","Argentina","South America","mocovi",-31.5,-62,129982,643416,2,17.7708,76.958,43.458,5.0577,11,3.65562
"72","plg","Guaicuruan","Guaicuruan","Argentina","South America","pilaga","Guaicuruan","Guaicuruan","Argentina","South America","pilaga",-25,-60,3627644,776285,3,NA,NA,NA,NA,NA,3.30103
"73","quh","Quechuan","Quechuan","Bolivia","South America","quechuacochabamba","Quechuan","Quechuan","Bolivia","South America","quechuacochabamba",-18.75,-66,6443506,1087341.66666667,5,12.29665,41.271,41.448,2.31455,5.5,6.5608
"74","slo","Indo-European","Slavic","Slovenia","Europe","slovak","Indo-European","Slavic","Slovenia","Europe","slovak",46,15,563373.75,363759.75,6.25,6.60315714285714,117.257714285714,28.7337142857143,6.95197142857143,6.1746,6.29771
"75","wel","Indo-European","Celtic","United Kingdom","Europe","welsh","Indo-European","Celtic","United Kingdom","Europe","welsh",52,-3,2569125,1134402,0.5,9.09653333333333,86.3336666666667,26.904,5.1071,7.66666666666667,5.72937
"76","yid","Indo-European","Germanic","Ukraine","Asia","yiddish","Indo-European","Germanic","Ukraine","Asia","yiddish",52,23,NA,NA,NA,NA,NA,NA,NA,NA,4.69205
"77","kor","Korean","Korean","Korea-South","Asia","korean","Korean","Korean","Korea-South","Asia","korean",37.5,128,9968884.25,11274009,6.75,10.0626548387097,103.148032258065,97.427,10.8965741935484,6.96064838709677,7.8262
"78","gsw","Indo-European","Germanic","Switzerland","Europe","alsatian","Indo-European","Germanic","Switzerland","Europe","alsatian",48.5,7.5,1102467.33333333,625265.333333333,9.33333333333333,9.5055,75.639,18.86375,6.597825,7.133325,6.78132
"79","ces","Indo-European","Slavic","Czech Republic","Europe","czech","Indo-European","Slavic","Czech Republic","Europe","czech",50,15,3856439.5,963236.5,7.5,7.2792,55.354,18.93,7.3488,6.75,7.06164
"80","bar","Indo-European","Germanic","Germany","Europe","germanupperaustrian","Indo-European","Germanic","Germany","Europe","germanupperaustrian",47,14,NA,NA,NA,5.0694,109.389,30.833,7.2189,6,6.88465
"81","hun","Uralic","Ugric","Hungary","Europe","hungarian","Uralic","Ugric","Hungary","Europe","hungarian",47,20,2322001,1102436.2,13.6,9.845425,51.6375,15.5,8.22895,7.0644,7.13391
"82","ard","Australian","Pama-Nyungan","Australia","Australia and Oceania","arabana","Australian","Pama-Nyungan","Australia","Australia and Oceania","arabana",-28.25,136.25,1303397,416781,2,NA,NA,NA,NA,NA,1.69897
"83","adt","Australian","Pama-Nyungan","Australia","Australia and Oceania","adynyamathanha","Australian","Pama-Nyungan","Australia","Australia and Oceania","adynyamathanha",-30.5,139.5,1286975,570443,1,19.4375,13.292,5.868,6.3165,0,1.69897
"84","ady","Northwest Caucasian","Northwest Caucasian","Russia","Eurasia","adygheabzakh","Northwest Caucasian","Northwest Caucasian","Russia","Eurasia","adygheabzakh",45.23,40.58,204646.6,336956.4,5.2,15.45748,35.9638,23.4562,6.93604,5.46666,5.69826
"85","afr","Indo-European","Germanic","South Africa","Africa","afrikaans","Indo-European","Germanic","South Africa","Africa","afrikaans",-31,22,26348722.3333333,1920454,31.6666666666667,15.82026,21.6184,14.0137,5.33202,1.82407,6.77567
"86","alh","Australian","Maran","Australia","Australia and Oceania","alawa","Australian","Maran","Australia","Australia and Oceania","alawa",-15.17,134.25,2054892,560640,6,NA,NA,NA,NA,NA,1.69897
"87","aly","Australian","Pama-Nyungan","Australia","Australia and Oceania","alyawarra","Australian","Pama-Nyungan","Australia","Australia and Oceania","alyawarra",-22.5,135,12743915,1619556,10,NA,NA,NA,NA,NA,3.17609
"88","aer","Australian","Pama-Nyungan","Australia","Australia and Oceania","arrerntemparntwe","Australian","Pama-Nyungan","Australia","Australia and Oceania","arrerntemparntwe",-24,136,3243214,721083,5,20.175,25.083,13.494,6.4193,1,3.33746
"89","aoi","Australian","Anindilyakwa","Australia","Australia and Oceania","anindilyakwa","Australian","Anindilyakwa","Australia","Australia and Oceania","anindilyakwa",-14,136.5,34215,1246701,1,NA,NA,NA,NA,NA,3
"90","asf","Sign Languages","","Australia","Australia and Oceania","auslan","Sign Languages","","Australia","Australia and Oceania","auslan",-30,145,NA,NA,NA,NA,NA,NA,NA,NA,4.14613
"91","are","Australian","Pama-Nyungan","Australia","Australia and Oceania","arrerntewestern","Australian","Pama-Nyungan","Australia","Australia and Oceania","arrerntewestern",-24,132.5,3651296,1451126,10,20.175,25.083,13.494,6.4193,1,3
"92","wdj","Australian","Anson Bay","Australia","Australia and Oceania","bachamal","Australian","Anson Bay","Australia","Australia and Oceania","bachamal",-13.17,130.17,54470,571331,4,NA,NA,NA,NA,NA,1.69897
"93","gup","Australian","Gunwinygic","Australia","Australia and Oceania","bininjgunwok","Australian","Gunwinygic","Australia","Australia and Oceania","bininjgunwok",-12.5,133.75,977046,733927,15,NA,NA,NA,NA,NA,3.17926
"94","bia","Australian","Pama-Nyungan","Australia","Australia and Oceania","badimaya","Australian","Pama-Nyungan","Australia","Australia and Oceania","badimaya",-27.67,118,1227902,492456,1,21.8625,19.167,9.334,6.5519,2,1.69897
"95","bzr","Australian","Pama-Nyungan","Australia","Australia and Oceania","biri","Australian","Pama-Nyungan","Australia","Australia and Oceania","biri",-20.5,146.5,NA,NA,NA,23.9417,58.333,45.528,3.6235,5,1.69897
"96","bjt","Niger-Congo","Northern Atlantic","Australia","Australia and Oceania","balanta","Niger-Congo","Northern Atlantic","Australia","Australia and Oceania","balanta",12.25,-15.33,1012479,858872,20,26.7666666666667,129.388666666667,181.427,1.04326666666667,5,5.59439
"97","bck","Australian","Bunuban","Australia","Australia and Oceania","bunuba","Australian","Bunuban","Australia","Australia and Oceania","bunuba",-17.75,125.75,49909,252827,3,27.1667,45.583,55.646,4.5306,4,1.69897
"98","bdy","Australian","Pama-Nyungan","Australia","Australia and Oceania","bandjalang","Australian","Pama-Nyungan","Australia","Australia and Oceania","bandjalang",-28.75,153,32787,426774,0,18.2229,97.875,43.69,4.1662,11.75,1.69897
"99","bjb","Australian","Pama-Nyungan","Australia","Australia and Oceania","banggarla","Australian","Pama-Nyungan","Australia","Australia and Oceania","banggarla",-32,137,NA,NA,NA,18.2917,18.75,4.267,5.6811,1,1.69897
"100","nbj","Australian","Pama-Nyungan","Australia","Australia and Oceania","bilinarra","Australian","Pama-Nyungan","Australia","Australia and Oceania","bilinarra",-16,131.67,1808151,609912,7,NA,NA,NA,NA,NA,2.23045
"101","bcj","Australian","Nyulnyulan","Australia","Australia and Oceania","bardi","Australian","Nyulnyulan","Australia","Australia and Oceania","bardi",-16.58,122.92,9229,203986,1,NA,NA,NA,NA,NA,1.69897
"102","tcs","Creoles and Pidgins","","Australia","Australia and Oceania","broken","Creoles and Pidgins","","Australia","Australia and Oceania","broken",-10.17,143,NA,NA,NA,NA,NA,NA,NA,NA,4.36922
"103","eus","Basque","Basque","Spain","Europe","basque","Basque","Basque","Spain","Europe","basque",43.0714285714286,-2.78571428571429,701941.5,398218.5,5,13.9833,107.5,38.328,4.1286,12,5.50804
"104","bvr","Australian","Burarran","Australia","Australia and Oceania","burarra","Australian","Burarran","Australia","Australia and Oceania","burarra",-12.25,134.58,59199,377120,9,NA,NA,NA,NA,NA,2.60206
"105","cja","Austronesian","Sundic","Cambodia","Asia","chamwestern","Austronesian","Sundic","Cambodia","Asia","chamwestern",12,105.5,205240,840950.5,7,27.1838363636364,143.082545454545,112.316818181818,1.19924545454545,8.12120909090909,5.40329
"106","cld","Afro-Asiatic","Semitic","Iraq","Asia","chaldeanmodern","Afro-Asiatic","Semitic","Iraq","Asia","chaldeanmodern",36,43,19182,215365,6,20.3333,35.083,32.481,10.0748,6,5.31387
"107","yue","Sino-Tibetan","Chinese","China","Asia","cantonese","Sino-Tibetan","Chinese","China","Asia","cantonese",23,113,12382924,0,23,13.183355,140.11785,94.19045,5.005655,7.772255,7.73886
"108","dhr","Australian","Pama-Nyungan","Australia","Australia and Oceania","dhargari","Australian","Pama-Nyungan","Australia","Australia and Oceania","dhargari",-23.75,114.92,57863,350626,1,NA,NA,NA,NA,NA,1.69897
"109","dhu","Australian","Pama-Nyungan","Australia","Australia and Oceania","dhurga","Australian","Pama-Nyungan","Australia","Australia and Oceania","dhurga",-35.67,150,NA,NA,NA,NA,NA,NA,NA,NA,1.69897
"110","tbh","Australian","Pama-Nyungan","Australia","Australia and Oceania","dharawal","Australian","Pama-Nyungan","Australia","Australia and Oceania","dharawal",-34.5,150.5,NA,NA,NA,15.02,91.35,26.614,4.1752,12,1.69897
"111","dif","Australian","Pama-Nyungan","Australia","Australia and Oceania","diyari","Australian","Pama-Nyungan","Australia","Australia and Oceania","diyari",-28,139,NA,NA,NA,NA,NA,NA,NA,NA,1.69897
"112","dyy","Australian","Pama-Nyungan","Australia","Australia and Oceania","djabugay","Australian","Pama-Nyungan","Australia","Australia and Oceania","djabugay",-16.75,145.58,7404,100243,1,24.275,167.5,167.637,2.3638,8,1.69897
"113","jig","Australian","West Barkly","Australia","Australia and Oceania","djingili","Australian","West Barkly","Australia","Australia and Oceania","djingili",-17.75,134,873065,357727,5,NA,NA,NA,NA,NA,1.69897
"114","djr","Australian","Pama-Nyungan","Australia","Australia and Oceania","djambarrpuyngu","Australian","Pama-Nyungan","Australia","Australia and Oceania","djambarrpuyngu",-12.17,135.5,647,29418,4,27.05,122.417,145.843,1.59,6,2.65321
"115","dji","Australian","Pama-Nyungan","Australia","Australia and Oceania","djinang","Australian","Pama-Nyungan","Australia","Australia and Oceania","djinang",-12.33,134.83,59661,286285,8,NA,NA,NA,NA,NA,2.39794
"116","duj","Australian","Pama-Nyungan","Australia","Australia and Oceania","djapu","Australian","Pama-Nyungan","Australia","Australia and Oceania","djapu",-12.67,136,1082908,2692094,8,NA,NA,NA,NA,NA,2.69897
"117","ddj","Australian","Pama-Nyungan","Australia","Australia and Oceania","djaru","Australian","Pama-Nyungan","Australia","Australia and Oceania","djaru",-18.75,128,3527713,842851,7,NA,NA,NA,NA,NA,2.39794
"118","dbl","Australian","Pama-Nyungan","Australia","Australia and Oceania","dyirbal","Australian","Pama-Nyungan","Australia","Australia and Oceania","dyirbal",-17.83,145.58,29560,188197,2,20.0333,100.75,86.777,2.9046,8,1.69897
"119","amy","Australian","Western Daly","Australia","Australia and Oceania","emmi","Australian","Western Daly","Australia","Australia and Oceania","emmi",-13.5,130,7738,148968,3,NA,NA,NA,NA,NA,1.69897
"120","est","Uralic","Finnic","Estonia","Europe","estonian","Uralic","Finnic","Estonia","Europe","estonian",59,26,4525622,4027277,7,5.5042,54.667,19.214,8.4571,6,6.03161
"121","gbu","Australian","Gaagudju","Australia","Australia and Oceania","gaagudju","Australian","Gaagudju","Australia","Australia and Oceania","gaagudju",-12.58,132.83,15977,164027,3,NA,NA,NA,NA,NA,1.69897
"122","gla","Indo-European","Celtic","United Kingdom","Europe","gaelicscots","Indo-European","Celtic","United Kingdom","Europe","gaelicscots",57,-4,1433789,12985555,2,8.1083,51.75,9.478,4.7491,7,4.79362
"123","gnr","Australian","Pama-Nyungan","Australia","Australia and Oceania","gurenggureng","Australian","Pama-Nyungan","Australia","Australia and Oceania","gurenggureng",-25.25,151,NA,NA,NA,19.9667,58.75,27.307,4.6738,10,1.69897
"124","gue","Australian","Pama-Nyungan","Australia","Australia and Oceania","gurindji","Australian","Pama-Nyungan","Australia","Australia and Oceania","gurindji",-17.67,130.67,4459195,1758442,11,NA,NA,NA,NA,NA,2.39794
"125","dhg","Australian","Pama-Nyungan","Australia","Australia and Oceania","gaalpu","Australian","Pama-Nyungan","Australia","Australia and Oceania","gaalpu",-12.67,136.75,4185,218961,3,NA,NA,NA,NA,NA,2.54407
"126","gnn","Australian","Pama-Nyungan","Australia","Australia and Oceania","gumatj","Australian","Pama-Nyungan","Australia","Australia and Oceania","gumatj",-12.5,135.5,2098,63877,2,NA,NA,NA,NA,NA,2.47712
"127","wlg","Australian","Gunwinygic","Australia","Australia and Oceania","gunbalang","Australian","Gunwinygic","Australia","Australia and Oceania","gunbalang",-12,134,25666,290228,5,NA,NA,NA,NA,NA,1.69897
