"","ISO","lang.family.x","lang.genus.x","native.country.x","native.country.area.x","language.x","lang.family.y","lang.genus.y","native.country.y","native.country.area.y","language.y","lat","lon","area","perimeter","n.neighbors","mean.temp","sum.precip","sd.temp","sd.precip","growing.season","pop_log"
"424","diz","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","ding","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","ding",-4.33,19.5,826058,580770,9,NA,NA,NA,NA,NA,5.19033
"425","ngc","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","doko","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","doko",3,23.08,5346095,5399384,78,24.5142,139.544,68.004,0.69,10.1176,5.17609
"426","gey","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","enya","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","enya",-4.75,26.75,102647,786593,14,24.9896,127.833,61.466,0.4857,10.25,4.17609
"427","hem","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","hemba","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","hemba",-6.25,27.17,6198701,2742937,13,22.6667,85.417,65.879,0.5852,8,5.25758
"428","hke","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","hunde","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","hunde",-1.17,28.83,320045,364366,6,NA,NA,NA,NA,NA,5.30103
"429","hoo","Niger-Congo","Bantoid","Tanzania","Africa","holoholo","Niger-Congo","Bantoid","Tanzania","Africa","holoholo",-5.17,29.92,69900,285290,5,NA,NA,NA,NA,NA,4.19033
"430","lub","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","kiluba","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","kiluba",-8,26,14993108,3229212,17,23.405,109.383,80.154,0.8137,7.6,6.17754
"431","ktu","Creoles and Pidgins","","Democratic Republic of the Congo","Africa","kituba","Creoles and Pidgins","","Democratic Republic of the Congo","Africa","kituba",-5,17.5,NA,NA,NA,NA,NA,NA,NA,NA,6.62325
"432","kcv","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","kete","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","kete",-7,22.83,1095368,589498,9,23.3083,133.333,84.543,0.4043,8.5,3.92428
"433","kny","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","kanyok","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","kanyok",-7.33,23.58,1080603,451226,9,23.275,138.917,91.968,0.4678,8.5,5.30103
"434","led","Nilo-Saharan","Lendu","Democratic Republic of the Congo","Africa","lendu","Nilo-Saharan","Lendu","Democratic Republic of the Congo","Africa","lendu",2,30.5,77487,283487,7.5,18.125,114.083,54.238,0.9147,11,5.88081
"435","agh","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lebeo","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lebeo",1.75,25,1905562,748648,11,NA,NA,NA,NA,NA,4.13316
"436","lea","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lega","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lega",-2.83,27.17,2328795.5,802319.5,11,20.1854,157.729,65.521,0.3421,11.5,5.60206
"437","les","Nilo-Saharan","Mangbutu-Efe","Democratic Republic of the Congo","Africa","lese","Nilo-Saharan","Mangbutu-Efe","Democratic Republic of the Congo","Africa","lese",2,29,2556668,902045,29,21.975,113.917,32.578,0.6166,12,4.69897
"438","log","Nilo-Saharan","Moru-Madi","Democratic Republic of the Congo","Africa","logoti","Nilo-Saharan","Moru-Madi","Democratic Republic of the Congo","Africa","logoti",3.5,30,344076,692215,21,23.0167,143.917,68.768,1.0048,10,5.32222
"439","lin","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lingala","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","lingala",2,18.5,NA,NA,NA,25.2917,146.667,52.769,0.6082,11,6.33025
"440","lam","Niger-Congo","Bantoid","Zambia","Africa","lamba","Niger-Congo","Bantoid","Zambia","Africa","lamba",-13,28,4726258,1487306.5,12.5,20.35,102.917,121.617,2.6466,6,5.33041
"441","lgg","Nilo-Saharan","Moru-Madi","Uganda","Africa","lugbara","Nilo-Saharan","Moru-Madi","Uganda","Africa","lugbara",3.08,30.92,94254.5,282564.5,10.5,22.5017,118.7825,64.4375,1.15925,9.51135,6.01703
"442","msj","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","ma","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","ma",3.5,28,49624,161758,3,NA,NA,NA,NA,NA,3.6721
"443","mfc","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","mba","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","mba",1,25,234877,477831,8,23.8889,149.306,45.819,0.5121,12,4.55735
"444","mdq","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","mbole","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","mbole",-0.67,24.67,1995989,989610,12,24.3292,157.083,40.958,0.4695,12,5
"445","mdj","Nilo-Saharan","Mangbetu","Democratic Republic of the Congo","Africa","mangbetu","Nilo-Saharan","Mangbetu","Democratic Republic of the Congo","Africa","mangbetu",2.5,26.5,2941708,1993233,21,24.2017,156.95,68.502,0.7135,10.8,5.79239
"446","muh","Niger-Congo","Adamawa-Ubangian","Sudan","Africa","mundu","Niger-Congo","Adamawa-Ubangian","Sudan","Africa","mundu",4.5,30,93971.5,418800.5,10,22.9083,133.083,83.135,1.4222,9,4.41162
"447","ndt","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","mondunga","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","mondunga",2.25,21.5,7491,56104,3,24.0333,134.167,52.134,0.5821,11,3.39794
"448","lol","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","mongo","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","mongo",0,21,22188756,4033410,52,24.9312,158.986,42.227,0.5959,11.9167,5.60206
"449","zmq","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","mituku","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","mituku",-1.67,25.5,861199,537787,7,NA,NA,NA,NA,NA,4.70713
"450","mdi","Nilo-Saharan","Mangbutu-Efe","Democratic Republic of the Congo","Africa","mamvu","Nilo-Saharan","Mangbutu-Efe","Democratic Republic of the Congo","Africa","mamvu",3.25,29,899718,971979,12,23.75,146.639,69.391,0.9851,10,4.77815
"451","nnb","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","nande","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","nande",-0.08,29.17,1013967,1000385,20,20.5344,101.177,39.685,0.3412,10.25,5.95569
"452","nbw","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","ngbandi","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","ngbandi",3.75,22,1325789.5,1175314.5,17.5,24.3625,145.25,70.119,0.681,11,5.39845
"453","nga","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","ngbakaminagende","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","ngbakaminagende",3.5,20,1407427.5,613901.5,9.5,23.80205,142.7605,63.231,0.62705,10.75,6.0081
"454","nyj","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","nyanga","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","nyanga",-1.25,28.17,192913,452616,10,NA,NA,NA,NA,NA,5.17609
"455","niy","Nilo-Saharan","Lendu","Democratic Republic of the Congo","Africa","ngiti","Nilo-Saharan","Lendu","Democratic Republic of the Congo","Africa","ngiti",1.33,30.25,19728,102769,5,NA,NA,NA,NA,NA,5
"456","nto","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","ntomba","Niger-Congo","Bantoid","Democratic Republic of the Congo","Africa","ntomba",-2,18.33,1252088,812785,8,25.3667,151.667,65.921,0.2995,10,5
"457","nzk","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","nzakara","Niger-Congo","Adamawa-Ubangian","Democratic Republic of the Congo","Africa","nzakara",5,23,979867.5,577499.5,11,24.90375,141.042,67.7805,0.72095,10.15,4.69897
"458","shu","Afro-Asiatic","Semitic","Nigeria","Africa","arabicabbechechad","Afro-Asiatic","Semitic","Nigeria","Africa","arabicabbechechad",13.83,20.83,4304565.25,2166788,36,28.10345,35.01375,53.165,3.13825,2.4,5.99396
"459","axk","Niger-Congo","Bantoid","Congo","Africa","aka","Niger-Congo","Bantoid","Congo","Africa","aka",2.67,16.25,4016440.5,2178164.5,40.5,24.17915,137.399,67.902,0.56215,9.875,4.47712
"460","bvq","Nilo-Saharan","Bongo-Bagirmi","Central African Republic","Africa","birri","Nilo-Saharan","Bongo-Bagirmi","Central African Republic","Africa","birri",5.5,25.17,NA,NA,NA,25.275,135.667,83.975,0.6341,9,2.30103
"461","gbp","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","gbeyabossangoa","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","gbeyabossangoa",6.67,17.5,786688,727705,8,25.4861,113.111,97.99,1.3718,7,5.24551
"462","gya","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","gbayakara","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","gbayakara",6,15,1570426.5,661084.25,9.75,23.6519666666667,125.441666666667,80.8503333333333,0.9126,9.56666666666667,5.42651
"463","kah","Nilo-Saharan","Bongo-Bagirmi","Central African Republic","Africa","karaincentralafricanrepublic","Nilo-Saharan","Bongo-Bagirmi","Central African Republic","Africa","karaincentralafricanrepublic",10,23,396712,390911,6,26.5833,58.167,69.375,2.3939,4,3.68124
"464","krs","Nilo-Saharan","Kresh","Sudan","Africa","kresh","Nilo-Saharan","Kresh","Sudan","Africa","kresh",8.5,24.5,111107,246847,4,26.075,89.25,90.57,1.6136,6,4.20412
"465","liy","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","linda","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","linda",6.5,20.75,2543109,971033,10,24.4222,121.194,83.219,1.2607,8.6667,5.26245
"466","mdd","Niger-Congo","Adamawa-Ubangian","Chad","Africa","mbum","Niger-Congo","Adamawa-Ubangian","Chad","Africa","mbum",7.75,13.17,678019,648215,13.5,22.7,134.042,114.488,0.9365,7.5,4.70842
"467","myb","Nilo-Saharan","Bongo-Bagirmi","Chad","Africa","mbay","Nilo-Saharan","Bongo-Bagirmi","Chad","Africa","mbay",8.25,17.5,109286,277417,7,26.8833,94.333,101.357,1.6824,6,4.94596
"468","gmm","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","mbodomo","Niger-Congo","Adamawa-Ubangian","Central African Republic","Africa","mbodomo",4.5,15.5,1634238.5,855550,15.5,24.40415,125.7915,80.3795,0.8075,9,5.24797
"469","bvx","Niger-Congo","Bantoid","Congo","Africa","babole","Niger-Congo","Bantoid","Congo","Africa","babole",1.08,17.25,72815,254473,4,NA,NA,NA,NA,NA,3.60206
"470","beq","Niger-Congo","Bantoid","Congo","Africa","beembe","Niger-Congo","Bantoid","Congo","Africa","beembe",-3.92,14.08,63024,233849,6,24.1292,113.333,85.724,1.4087,8,3.50515
"471","ifm","Niger-Congo","Bantoid","Congo","Africa","ifumu","Niger-Congo","Bantoid","Congo","Africa","ifumu",-3.67,15.33,1509392,585473,10,23.6,147.083,100.712,1.3638,9,3.91116
"472","mdt","Niger-Congo","Bantoid","Gabon","Africa","mbere","Niger-Congo","Bantoid","Gabon","Africa","mbere",-0.5,14,411794,377256.5,7,24.4944,142.194,71.135,0.7381,10.3333,5.02482
"473","abi","Niger-Congo","Kwa","C“te dIvoire","Africa","abidji","Niger-Congo","Kwa","C“te dIvoire","Africa","abidji",5.67,-4.58,50057,134664,6,NA,NA,NA,NA,NA,4.70329
"474","adj","Niger-Congo","Kwa","C“te dIvoire","Africa","adioukrou","Niger-Congo","Kwa","C“te dIvoire","Africa","adioukrou",5.42,-4.58,63654,157491,10,NA,NA,NA,NA,NA,5
"475","ahp","Niger-Congo","Kru","C“te dIvoire","Africa","aizi","Niger-Congo","Kru","C“te dIvoire","Africa","aizi",5.25,-4.5,8250,118566,5,NA,NA,NA,NA,NA,3.81291
"476","ald","Niger-Congo","Kwa","C“te dIvoire","Africa","alladian","Niger-Congo","Kwa","C“te dIvoire","Africa","alladian",5.17,-4.33,26508,196064,8,26.4,159.917,154.153,1.238,9,4.36173
"477","any","Niger-Congo","Kwa","C“te dIvoire","Africa","anyi","Niger-Congo","Kwa","C“te dIvoire","Africa","anyi",7,-3.5,1351084,977565.5,17.5,26.50875,150.542,107.061,1.1395,9.9,5.9345
"478","bev","Niger-Congo","Kru","C“te dIvoire","Africa","bete","Niger-Congo","Kru","C“te dIvoire","Africa","bete",6.25,-6.25,95460,290652,4,25.5917,106.083,60.309,1.0681,9,5.11394
"479","bci","Niger-Congo","Kwa","C“te dIvoire","Africa","baule","Niger-Congo","Kwa","C“te dIvoire","Africa","baule",7,-5,2856734,2188376,24,26.0389,95.861,55.258,1.2755,8,6.32838
"480","nhb","Niger-Congo","Eastern Mande","C“te dIvoire","Africa","beng","Niger-Congo","Eastern Mande","C“te dIvoire","Africa","beng",7.83,-4.25,34968,114088,3,NA,NA,NA,NA,NA,4.23045
"481","daf","Niger-Congo","Eastern Mande","C“te dIvoire","Africa","dan","Niger-Congo","Eastern Mande","C“te dIvoire","Africa","dan",7.5,-8,506302.666666667,432304.333333333,8.33333333333333,24.75415,129.583,90.1705,1.03865,8.5,5.97845
"482","dyi","Niger-Congo","Gur","C“te dIvoire","Africa","dyimini","Niger-Congo","Gur","C“te dIvoire","Africa","dyimini",8.42,-4.42,971470,463608,7,27.0417,93.583,63.522,1.2667,8,4.98
"483","ffm","Niger-Congo","Northern Atlantic","Mali","Africa","fulfuldemaasina","Niger-Congo","Northern Atlantic","Mali","Africa","fulfuldemaasina",15,-5,28790857,4419767,119,28.7,22.667,38.479,2.0723,2,5.96365
"484","god","Niger-Congo","Kru","C“te dIvoire","Africa","godie","Niger-Congo","Kru","C“te dIvoire","Africa","godie",5.42,-5.83,244429,324706,10,NA,NA,NA,NA,NA,4.42239
"485","goa","Niger-Congo","Eastern Mande","C“te dIvoire","Africa","guro","Niger-Congo","Eastern Mande","C“te dIvoire","Africa","guro",7,-6,1233573,906776,16,26.5278,103.806,58.72,1.1167,8.6667,5.52127
"486","gxx","Niger-Congo","Kru","C“te dIvoire","Africa","guere","Niger-Congo","Kru","C“te dIvoire","Africa","guere",6.67,-7.75,699624,386960.5,9.5,26.1111,147.9445,95.4905,1.047,10,5.46613
"487","mxx","Niger-Congo","Western Mande","C“te dIvoire","Africa","mauka","Niger-Congo","Western Mande","C“te dIvoire","Africa","mauka",8.33,-7.5,811481,736299,9,24.85,110.917,83.054,1.063,8,5.22814
"488","nfr","Niger-Congo","Gur","C“te dIvoire","Africa","nafaanra","Niger-Congo","Gur","C“te dIvoire","Africa","nafaanra",8,-2.58,82960,256526,9,25.63955,96.1045,62.546,1.37615,8,4.78533
"489","niu","Austronesian","Oceanic","New Zealand","Australia and Oceania","niuean","Austronesian","Oceanic","New Zealand","Australia and Oceania","niuean",-19.05,-170.12,2661,65183,0,24.7667,169.25,74.687,1.3186,12,3.89988
"490","kuz","Kunza","Kunza","Chile","South America","atacameno","Kunza","Kunza","Chile","South America","atacameno",-23,-69,NA,NA,NA,NA,NA,NA,NA,NA,1.69897
"491","alc","Alacalufan","Alacalufan","Chile","South America","qawasqar","Alacalufan","Alacalufan","Chile","South America","qawasqar",-49,-75,1661,210013,0,NA,NA,NA,NA,NA,1.69897
"492","rap","Austronesian","Oceanic","Chile","South America","rapanui","Austronesian","Oceanic","Chile","South America","rapanui",-27,-109,1198,63035,0,20.4583,92,22.806,2.0793,12,3.53046
"493","agq","Niger-Congo","Bantoid","Cameroon","Africa","aghem","Niger-Congo","Bantoid","Cameroon","Africa","aghem",6.67,10,8510,53207,6,NA,NA,NA,NA,NA,4.42695
"494","bav","Niger-Congo","Bantoid","Cameroon","Africa","babungo","Niger-Congo","Bantoid","Cameroon","Africa","babungo",6.12,10.42,8773,54418,7,NA,NA,NA,NA,NA,4.13033
"495","bfd","Niger-Congo","Bantoid","Cameroon","Africa","bafut","Niger-Congo","Bantoid","Cameroon","Africa","bafut",6.25,9.92,6851,55136,8,NA,NA,NA,NA,NA,4.69897
"496","bkc","Niger-Congo","Adamawa-Ubangian","Cameroon","Africa","bakaincameroon","Niger-Congo","Adamawa-Ubangian","Cameroon","Africa","bakaincameroon",2.58,13.58,2675877,1865790.5,22,24.0964,132.393,71.13,0.6555,9.8571,4.45025
"497","bcw","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","bana","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","bana",10.42,13.58,18681,84330,13,NA,NA,NA,NA,NA,4.11394
"498","bas","Niger-Congo","Bantoid","Cameroon","Africa","basaa","Niger-Congo","Bantoid","Cameroon","Africa","basaa",3.92,10.5,1593530,909568,38,25.2131,219.631,160.991,1.066,9.4286,5.36173
"499","ksf","Niger-Congo","Bantoid","Cameroon","Africa","bafia","Niger-Congo","Bantoid","Cameroon","Africa","bafia",5,11.17,20258,97682,13,25.0333,123.25,88.542,0.9039,9,4.77815
"500","bdu","Niger-Congo","Bantoid","Cameroon","Africa","bakundu","Niger-Congo","Bantoid","Cameroon","Africa","bakundu",4.83,9.33,524626,467386,14,NA,NA,NA,NA,NA,5.02524
"501","bri","Niger-Congo","Bantoid","Cameroon","Africa","bakueri","Niger-Congo","Bantoid","Cameroon","Africa","bakueri",4.25,9.25,29324,140491,7,NA,NA,NA,NA,NA,4.50786
"502","bax","Niger-Congo","Bantoid","Cameroon","Africa","bamun","Niger-Congo","Bantoid","Cameroon","Africa","bamun",5.5,10.92,764512,577433,35,20.7542,153.75,112.835,0.9915,8.5,5.33244
"503","abb","Niger-Congo","Bantoid","Cameroon","Africa","bankon","Niger-Congo","Bantoid","Cameroon","Africa","bankon",4.42,9.58,17291,84348,5,NA,NA,NA,NA,NA,4.07918
"504","bdm","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","buduma","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","buduma",13.5,14.5,464959.666666667,329881.333333333,8.66666666666667,27.8833,21.417,37.334,3.4683,2,4.73878
"505","nmg","Niger-Congo","Bantoid","Equatorial Guinea","Africa","bujeba","Niger-Congo","Bantoid","Equatorial Guinea","Africa","bujeba",3,10.17,41125,195826.5,6.5,25.20415,188.4165,126.069,0.7777,10.75,4.24304
"506","bum","Niger-Congo","Bantoid","Cameroon","Africa","bulu","Niger-Congo","Bantoid","Cameroon","Africa","bulu",3,11,4945843,2234147,53,24.6222,163.883,108.275,0.8867,9.7333,5.24055
"507","dow","Niger-Congo","Adamawa-Ubangian","Cameroon","Africa","doyayo","Niger-Congo","Adamawa-Ubangian","Cameroon","Africa","doyayo",8.67,13.08,121490,221282,14,25.8333,121.583,124.776,2.0223,7,4.25527
"508","dua","Niger-Congo","Bantoid","Cameroon","Africa","duala","Niger-Congo","Bantoid","Cameroon","Africa","duala",4,9.42,69588,334857,13,26.4,316.917,255.517,1.0144,10,4.943
"509","etu","Niger-Congo","Bantoid","Nigeria","Africa","ejagham","Niger-Congo","Bantoid","Nigeria","Africa","ejagham",5.42,8.67,174559.5,303351,14,NA,NA,NA,NA,NA,5.06698
"510","ewo","Niger-Congo","Bantoid","Cameroon","Africa","ewondo","Niger-Congo","Bantoid","Cameroon","Africa","ewondo",4,12,5035401,3094557,62,24.5069,166.363,112.522,0.9411,9.5882,5.7617
"511","fmp","Niger-Congo","Bantoid","Cameroon","Africa","fefe","Niger-Congo","Bantoid","Cameroon","Africa","fefe",5.25,10.17,35239,123284,11,NA,NA,NA,NA,NA,5.09237
"512","fuv","Niger-Congo","Northern Atlantic","Nigeria","Africa","fulanigerian","Niger-Congo","Northern Atlantic","Nigeria","Africa","fulanigerian",8.17,10.5,393243,571583,34.5,26.5167,62.125,81.8405,2.6052,4,6.23247
"513","fub","Niger-Congo","Northern Atlantic","Nigeria","Africa","fulacameroonian","Niger-Congo","Northern Atlantic","Nigeria","Africa","fulacameroonian",9.17,13.5,1883285.33333333,2160672.33333333,102.333333333333,26.9307333333333,92.6366666666667,97.465,2.09593333333333,6.0238,5.94778
"514","gid","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","gidar","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","gidar",10,14,57570.5,140908.5,6.5,27.45,77.917,85.967,2.0305,6,4.81748
"515","gis","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","giziga","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","giziga",10.33,14.17,43679.5,109026.5,7.5,27.5333,64.75,83.868,2.5181,5,4.77815
"516","gde","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","gude","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","gude",10.42,13.42,20929,85434,10,NA,NA,NA,NA,NA,4.98227
"517","yas","Niger-Congo","Bantoid","Cameroon","Africa","gunu","Niger-Congo","Bantoid","Cameroon","Africa","gunu",4.58,11.25,20227,121512,16,25.0333,123.25,88.542,0.9039,9,4.54407
"518","xed","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","hdi","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","hdi",11.87,13.72,4846.5,35109.5,10.5,NA,NA,NA,NA,NA,4.4624
"519","jbu","Niger-Congo","Platoid","Nigeria","Africa","jukun","Niger-Congo","Platoid","Nigeria","Africa","jukun",6.92,10.42,216785,437943,29,NA,NA,NA,NA,NA,3.38703
"520","ker","Afro-Asiatic","East Chadic","Chad","Africa","kera","Afro-Asiatic","East Chadic","Chad","Africa","kera",9.83,15.08,15106,55206,5.5,28.15,69.75,84.247,2.0778,5,4.70349
"521","xuo","Niger-Congo","Adamawa-Ubangian","Chad","Africa","kohlakka","Niger-Congo","Adamawa-Ubangian","Chad","Africa","kohlakka",8,15.5,37779.5,271134,18.5,NA,NA,NA,NA,NA,4.17035
"522","knc","Nilo-Saharan","Saharan","Sudan","Africa","kanuri","Nilo-Saharan","Saharan","Sudan","Africa","kanuri",12,13,1857061.75,858983.75,22.75,27.43545,48.2135,69.0035,3.016575,3.875,6.53468
"523","bkm","Niger-Congo","Bantoid","Cameroon","Africa","kom","Niger-Congo","Bantoid","Cameroon","Africa","kom",6.25,10.33,31177,111579,12,NA,NA,NA,NA,NA,5.23045
"524","aal","Afro-Asiatic","Biu-Mandara","Central African Republic","Africa","kotoko","Afro-Asiatic","Biu-Mandara","Central African Republic","Africa","kotoko",11.33,15.33,48452.5,133070,9.5,NA,NA,NA,NA,NA,4.47712
"525","ken","Niger-Congo","Bantoid","Cameroon","Africa","kenyang","Niger-Congo","Bantoid","Cameroon","Africa","kenyang",5.67,9.5,98701,349896,14,NA,NA,NA,NA,NA,4.81291
"526","kot","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","lagwan","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","lagwan",11.5,14.83,120643,225658.5,12,NA,NA,NA,NA,NA,4
"527","lme","Afro-Asiatic","Masa","Chad","Africa","lame","Afro-Asiatic","Masa","Chad","Africa","lame",9,14.5,132164,312724.5,9.5,26.2917,82.333,95.834,2.8289,5,4.55291
"528","lns","Niger-Congo","Bantoid","Cameroon","Africa","lamnso","Niger-Congo","Bantoid","Cameroon","Africa","lamnso",6.17,10.75,54543,152834,14,NA,NA,NA,NA,NA,5.09691
"529","mcn","Afro-Asiatic","Masa","Chad","Africa","masa","Afro-Asiatic","Masa","Chad","Africa","masa",10.5,15.5,393901.5,330002,11,27.925,65.083,82.87,2.0596,5,5.32653
"530","baw","Niger-Congo","Bantoid","Cameroon","Africa","mbili","Niger-Congo","Bantoid","Cameroon","Africa","mbili",6.12,10.2,2788,31659,6,NA,NA,NA,NA,NA,4
"531","mtk","Niger-Congo","Bantoid","Cameroon","Africa","mbe","Niger-Congo","Bantoid","Cameroon","Africa","mbe",6.28,11.08,9806,73544,5,NA,NA,NA,NA,NA,3.1726
"532","mxu","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","madaincameroon","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","madaincameroon",10.83,14.17,3012,29307,8,NA,NA,NA,NA,NA,4.23045
"533","mua","Niger-Congo","Adamawa-Ubangian","Chad","Africa","mundang","Niger-Congo","Adamawa-Ubangian","Chad","Africa","mundang",9.67,14.5,222747.5,381882.5,16,27.5604,70.6045,85.2685,2.33245,5,5.31298
"534","mhk","Niger-Congo","Bantoid","Cameroon","Africa","mungaka","Niger-Congo","Bantoid","Cameroon","Africa","mungaka",5.92,10,18379,168780,20,19.3583,196,158.485,1.1049,9,4.69984
"535","mug","Afro-Asiatic","Biu-Mandara","Chad","Africa","musgu","Afro-Asiatic","Biu-Mandara","Chad","Africa","musgu",10.83,14.92,159692.5,224296.5,10.5,NA,NA,NA,NA,NA,4.93403
"536","mcp","Niger-Congo","Bantoid","Cameroon","Africa","makaa","Niger-Congo","Bantoid","Cameroon","Africa","makaa",3.42,12.25,822388,852986,13,23.65,131.167,82.528,0.6875,9,4.90309
"537","mcu","Niger-Congo","Bantoid","Cameroon","Africa","mambila","Niger-Congo","Bantoid","Cameroon","Africa","mambila",6.75,11.5,70031,267339.5,20,NA,NA,NA,NA,NA,4.99564
"538","mfi","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","malgwa","Afro-Asiatic","Biu-Mandara","Nigeria","Africa","malgwa",11.5,13.75,54667.5,193965.5,10.5,26.9,61.833,85.796,2.126,4,4.63849
"539","mif","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","mofugudur","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","mofugudur",10.5,14,14387,80336,9,NA,NA,NA,NA,NA,4.77815
"540","mnf","Niger-Congo","Bantoid","Cameroon","Africa","mundani","Niger-Congo","Bantoid","Cameroon","Africa","mundani",5.67,9.92,8847,57938,7,NA,NA,NA,NA,NA,4.53148
"541","nge","Niger-Congo","Bantoid","Cameroon","Africa","ngemba","Niger-Congo","Bantoid","Cameroon","Africa","ngemba",6.2,10,21022,158853,15,19.3583,196,158.485,1.1049,9,4.27416
"542","sba","Nilo-Saharan","Bongo-Bagirmi","Chad","Africa","ngambay","Nilo-Saharan","Bongo-Bagirmi","Chad","Africa","ngambay",8.67,16,852770,363807,15.5,26.7052,88.021,103.613,2.1961,5.875,5.87506
"543","nhu","Niger-Congo","Bantoid","Cameroon","Africa","noni","Niger-Congo","Bantoid","Cameroon","Africa","noni",6.42,10.58,13727,68696,6,NA,NA,NA,NA,NA,4.39794
"544","oku","Niger-Congo","Bantoid","Cameroon","Africa","oku","Niger-Congo","Bantoid","Cameroon","Africa","oku",6.25,10.5,11924,66684,6,NA,NA,NA,NA,NA,4.60206
"545","pbi","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","podoko","Afro-Asiatic","Biu-Mandara","Cameroon","Africa","podoko",11,14.08,3354,30230,7,NA,NA,NA,NA,NA,4.47712
"546","acn","Sino-Tibetan","Burmese-Lolo","Myanmar","Asia","achang","Sino-Tibetan","Burmese-Lolo","Myanmar","Asia","achang",25,98.5,65675.5,261324.5,17,14.9333,123.833,101.17,4.5618,12,4.46847
"547","ahk","Sino-Tibetan","Burmese-Lolo","Thailand","Asia","akha","Sino-Tibetan","Burmese-Lolo","Thailand","Asia","akha",21.83,99.83,219978.6,662289.2,23.6,22.8444666666667,115.194333333333,97.5013333333333,3.24296666666667,7.66666666666667,5.6525
