iso_639_3,fileName,Language,Stock,Stock_coarse,Region,Region_coarse,L1_speakers,L2_speakers,RatioL2,PercL2,LDT,LDTinv,LDTscaled,measure,text,genus_wals,family_wals
hin,udhr_hin.csv,Hindi,Indo-European,Indo-European,Indic,Indic,190838310,154500000,0.809585874,0.447,0.309176471,0.309176471,-0.468400712,TTR,UDHR,Indic,Indo-European
fij,zipf_stats_fij-x-bible-fijih-v1.txt,fijih,Austronesian,Austronesian,Oceania,Oceania,392500,320000,0.815286624,0.449122807,1.410893923,-0.410893923,-0.474228208,a,PBC,Oceanic,Austronesian
fij,zipf_stats_fij-x-bible-fijih-v1.txt,fijih,Austronesian,Austronesian,Oceania,Oceania,392500,320000,0.815286624,0.449122807,7.113691532,7.113691532,-0.740936624,H,PBC,Oceanic,Austronesian
fij,zipf_stats_fij-x-bible-fijih-v1.txt,fijih,Austronesian,Austronesian,Oceania,Oceania,392500,320000,0.815286624,0.449122807,0.041739938,0.041739938,-0.905958247,TTR,PBC,Oceanic,Austronesian
fij,udhr_fij.csv,Fijian ,Austronesian,Austronesian,Oceania,Oceania,392500,320000,0.815286624,0.449,1.204428067,-0.204428067,-1.397894345,a,UDHR,Oceanic,Austronesian
fij,udhr_fij.csv,Fijian ,Austronesian,Austronesian,Oceania,Oceania,392500,320000,0.815286624,0.449,6.661123511,6.661123511,-1.851037985,H,UDHR,Oceanic,Austronesian
fij,udhr_fij.csv,Fijian ,Austronesian,Austronesian,Oceania,Oceania,392500,320000,0.815286624,0.449,0.190453461,0.190453461,-1.380645228,TTR,UDHR,Oceanic,Austronesian
cym,udhr_cym.csv,Welsh,Indo-European,Indo-European,Europe,Europe,317000,271000,0.85488959,0.461,0.901537664,0.098462336,0.043492714,a,UDHR,Celtic,Indo-European
cym,udhr_cym.csv,Welsh,Indo-European,Indo-European,Europe,Europe,317000,271000,0.85488959,0.461,7.948590473,7.948590473,0.119769568,H,UDHR,Celtic,Indo-European
cym,udhr_cym.csv,Welsh,Indo-European,Indo-European,Europe,Europe,317000,271000,0.85488959,0.461,0.37198352,0.37198352,0.014196437,TTR,UDHR,Celtic,Indo-European
ell,freqlist_greek.csv,greek,Indo-European,Indo-European,Europe,Europe,12542245,11000000,0.877035969,0.467245159,1.191912928,-0.191912928,-0.729383505,a,EPC,Greek,IE 
ell,freqlist_greek.csv,greek,Indo-European,Indo-European,Europe,Europe,12542245,11000000,0.877035969,0.467245159,10.52837319,10.52837319,-0.378281475,H,EPC,Greek,IE 
ell,freqlist_greek.csv,greek,Indo-European,Indo-European,Europe,Europe,12542245,11000000,0.877035969,0.467245159,0.012243137,0.012243137,-0.518486765,TTR,EPC,Greek,IE 
ell,udhr_ell_monotonic.csv,Greek ,Indo-European,Indo-European,Europe,Europe,12542245,11000000,0.877035969,0.467,0.879137005,0.120862995,0.150092396,a,UDHR,Greek,Indo-European
ell,udhr_ell_monotonic.csv,Greek ,Indo-European,Indo-European,Europe,Europe,12542245,11000000,0.877035969,0.467,8.161213207,8.161213207,0.445244707,H,UDHR,Greek,Indo-European
ell,udhr_ell_monotonic.csv,Greek ,Indo-European,Indo-European,Europe,Europe,12542245,11000000,0.877035969,0.467,0.391941392,0.391941392,0.167548845,TTR,UDHR,Greek,Indo-European
heb,udhr_heb.csv,Hebrew ,Semitic,Semitic,Greater Mesopotamia,Greater Mesopotamia,5316700,4683300,0.880865951,0.468,0.622785071,0.377214929,1.370013389,a,UDHR,Semitic,Afro-Asiatic
heb,udhr_heb.csv,Hebrew ,Semitic,Semitic,Greater Mesopotamia,Greater Mesopotamia,5316700,4683300,0.880865951,0.468,8.863542288,8.863542288,1.520344495,H,UDHR,Semitic,Afro-Asiatic
heb,udhr_heb.csv,Hebrew ,Semitic,Semitic,Greater Mesopotamia,Greater Mesopotamia,5316700,4683300,0.880865951,0.468,0.615384615,0.615384615,1.884443111,TTR,UDHR,Semitic,Afro-Asiatic
fra,freqlist_french.csv,french,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.476632552,1.201653872,-0.201653872,-0.890026702,a,EPC,Romance,IE 
fra,freqlist_french.csv,french,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.476632552,9.971065926,9.971065926,-0.946244213,H,EPC,Romance,IE 
fra,freqlist_french.csv,french,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.476632552,0.00793495,0.00793495,-0.89306436,TTR,EPC,Romance,IE 
fra,zipf_stats_fra-x-bible-freda-v1.txt,freda,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.476632552,1.216339348,-0.216339348,0.243337801,a,PBC,Romance,Indo-European
fra,zipf_stats_fra-x-bible-freda-v1.txt,freda,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.476632552,7.995327651,7.995327651,0.00788421,H,PBC,Romance,Indo-European
fra,zipf_stats_fra-x-bible-freda-v1.txt,freda,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.476632552,0.085106383,0.085106383,-0.281601093,TTR,PBC,Romance,Indo-European
fra,udhr_fra.csv,French ,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.477,0.92137679,0.07862321,-0.050917209,a,UDHR,Romance,Indo-European
fra,udhr_fra.csv,French ,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.477,7.827937929,7.827937929,-0.064920956,H,UDHR,Romance,Indo-European
fra,udhr_fra.csv,French ,Indo-European,Indo-European,Europe,Europe,88612817,80700000,0.910703474,0.477,0.332646756,0.332646756,-0.288059605,TTR,UDHR,Romance,Indo-European
iba,zipf_stats_iba-x-bible-iban-v1.txt,iban,Austronesian,Austronesian,Southeast Asia,Southeast Asia,658000,600000,0.911854103,0.476947536,1.30981415,-0.30981415,-0.101420683,a,PBC,Malayic,Austronesian
iba,zipf_stats_iba-x-bible-iban-v1.txt,iban,Austronesian,Austronesian,Southeast Asia,Southeast Asia,658000,600000,0.911854103,0.476947536,7.908845276,7.908845276,-0.065569909,H,PBC,Malayic,Austronesian
iba,zipf_stats_iba-x-bible-iban-v1.txt,iban,Austronesian,Austronesian,Southeast Asia,Southeast Asia,658000,600000,0.911854103,0.476947536,0.0546875,0.0546875,-0.719549073,TTR,PBC,Malayic,Austronesian
nep,udhr_nep.csv,Nepali ,Indo-European,Indo-European,Indic,Indic,14965850,15000000,1.002281862,0.501,0.726110321,0.273889679,0.878311847,a,UDHR,Indic,Indo-European
nep,udhr_nep.csv,Nepali ,Indo-European,Indo-European,Indic,Indic,14965850,15000000,1.002281862,0.501,8.347905946,8.347905946,0.731027155,H,UDHR,Indic,Indo-European
nep,udhr_nep.csv,Nepali ,Indo-European,Indo-European,Indic,Indic,14965850,15000000,1.002281862,0.501,0.472543353,0.472543353,0.786878632,TTR,UDHR,Indic,Indo-European
azj,zipf_stats_azj-x-bible-azerb-v1.txt,azerb,Turkic,Turkic,Greater Mesopotamia,Greater Mesopotamia,7473270,8000000,1.070481864,0.517020643,1.201439658,-0.201439658,0.298291594,a,PBC,Turkic,Altaic
azj,zipf_stats_azj-x-bible-azerb-v1.txt,azerb,Turkic,Turkic,Greater Mesopotamia,Greater Mesopotamia,7473270,8000000,1.070481864,0.517020643,7.89787773,7.89787773,-0.074885234,H,PBC,Turkic,Altaic
azj,zipf_stats_azj-x-bible-azerb-v1.txt,azerb,Turkic,Turkic,Greater Mesopotamia,Greater Mesopotamia,7473270,8000000,1.070481864,0.517020643,0.151306345,0.151306345,0.671495697,TTR,PBC,Turkic,Altaic
azj,udhr_azj_latn.csv,"Azerbaijani, North",Turkic,Turkic,Greater Mesopotamia,Greater Mesopotamia,7473270,8000000,1.070481864,0.517,0.692757496,0.307242504,1.037030411,a,UDHR,Turkic,Altaic
azj,udhr_azj_latn.csv,"Azerbaijani, North",Turkic,Turkic,Greater Mesopotamia,Greater Mesopotamia,7473270,8000000,1.070481864,0.517,8.340301953,8.340301953,0.719387239,H,UDHR,Turkic,Altaic
azj,udhr_azj_latn.csv,"Azerbaijani, North",Turkic,Turkic,Greater Mesopotamia,Greater Mesopotamia,7473270,8000000,1.070481864,0.517,0.465100671,0.465100671,0.729690516,TTR,UDHR,Turkic,Altaic
eng,freqlist_english.csv,english,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518462913,1.211702635,-0.211702635,-1.055746327,a,EPC,Germanic,IE
eng,freqlist_english.csv,english,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518462913,9.510627282,9.510627282,-1.415486248,H,EPC,Germanic,IE
eng,freqlist_english.csv,english,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518462913,0.006060591,0.006060591,-1.056031518,TTR,EPC,Germanic,IE
eng,zipf_stats_eng-x-bible-engba-v1.txt,engba,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518462913,1.393466186,-0.393466186,-0.409950349,a,PBC,Germanic,Indo-European
eng,zipf_stats_eng-x-bible-engba-v1.txt,engba,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518462913,7.680645023,7.680645023,-0.259392622,H,PBC,Germanic,Indo-European
eng,zipf_stats_eng-x-bible-engba-v1.txt,engba,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518462913,0.037506828,0.037506828,-0.966903348,TTR,PBC,Germanic,Indo-European
eng,udhr_eng.csv,English ,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518,0.970390747,0.029609253,-0.284163566,a,UDHR,Germanic,Indo-European
eng,udhr_eng.csv,English ,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518,7.450198824,7.450198824,-0.643150224,H,UDHR,Germanic,Indo-European
eng,udhr_eng.csv,English ,Indo-European,Indo-European,Europe,Europe,339004069,365000000,1.076683242,0.518,0.304123711,0.304123711,-0.507225132,TTR,UDHR,Germanic,Indo-European
srp,udhr_srp_latn.csv,Serbian ,Indo-European,Indo-European,Europe,Europe,10010275,11000000,1.09887091,0.524,0.755326033,0.244673967,0.739280867,a,UDHR,NA,NA
srp,udhr_srp_latn.csv,Serbian ,Indo-European,Indo-European,Europe,Europe,10010275,11000000,1.09887091,0.524,8.304344031,8.304344031,0.664344161,H,UDHR,NA,NA
srp,udhr_srp_latn.csv,Serbian ,Indo-European,Indo-European,Europe,Europe,10010275,11000000,1.09887091,0.524,0.472607261,0.472607261,0.78736969,TTR,UDHR,NA,NA
nbl,udhr_nbl.csv,Ndebele ,Benue-Congo,Benue-Congo,S Africa,S Africa,1120000,1400000,1.25,0.556,0.619640923,0.380359077,1.384975678,a,UDHR,Bantoid,Niger-Congo
nbl,udhr_nbl.csv,Ndebele ,Benue-Congo,Benue-Congo,S Africa,S Africa,1120000,1400000,1.25,0.556,8.575815684,8.575815684,1.079903085,H,UDHR,Bantoid,Niger-Congo
nbl,udhr_nbl.csv,Ndebele ,Benue-Congo,Benue-Congo,S Africa,S Africa,1120000,1400000,1.25,0.556,0.602215509,0.602215509,1.783254256,TTR,UDHR,Bantoid,Niger-Congo
arb,udhr_arb.csv,Arabic ,Semitic,Semitic,N Africa,Other,192300000,246000000,1.27925117,0.561,0.667073696,0.332926304,1.159253818,a,UDHR,Semitic,Afro-Asiatic
arb,udhr_arb.csv,Arabic ,Semitic,Semitic,N Africa,Other,192300000,246000000,1.27925117,0.561,8.7332778,8.7332778,1.32094036,H,UDHR,Semitic,Afro-Asiatic
arb,udhr_arb.csv,Arabic ,Semitic,Semitic,N Africa,Other,192300000,246000000,1.27925117,0.561,0.56718634,0.56718634,1.514096938,TTR,UDHR,Semitic,Afro-Asiatic
pes,udhr_pes_1.csv,Persian,Indo-European,Indo-European,Greater Mesopotamia,Greater Mesopotamia,47430600,62000000,1.307173006,0.567,0.827652832,0.172347168,0.395093957,a,UDHR,Iranian,Indo-European
pes,udhr_pes_1.csv,Persian,Indo-European,Indo-European,Greater Mesopotamia,Greater Mesopotamia,47430600,62000000,1.307173006,0.567,8.043343645,8.043343645,0.264814273,H,UDHR,Iranian,Indo-European
pes,udhr_pes_1.csv,Persian,Indo-European,Indo-European,Greater Mesopotamia,Greater Mesopotamia,47430600,62000000,1.307173006,0.567,0.356303419,0.356303419,-0.106286409,TTR,UDHR,Iranian,Indo-European
dyu,zipf_stats_dyu-x-bible-jula-v1.txt,jula,Mande,Other,African Savannah  ,African Savannah  ,1229000,1850000,1.505288853,0.60084443,1.590297254,-0.590297254,-1.135912636,a,PBC,,Niger-Congo
dyu,zipf_stats_dyu-x-bible-jula-v1.txt,jula,Mande,Other,African Savannah  ,African Savannah  ,1229000,1850000,1.505288853,0.60084443,6.794845222,6.794845222,-1.011749893,H,PBC,,Niger-Congo
dyu,zipf_stats_dyu-x-bible-jula-v1.txt,jula,Mande,Other,African Savannah  ,African Savannah  ,1229000,1850000,1.505288853,0.60084443,0.037492726,0.037492726,-0.967106375,TTR,PBC,,Niger-Congo
zul,zipf_stats_zul-x-bible-zulu-v1.txt,zulu,Benue-Congo ,Benue-Congo,S Africa,S Africa,9790000,15850000,1.618998979,0.618174727,0.816997714,0.183002286,1.716209789,a,PBC,Bantoid,Niger-Congo
zul,zipf_stats_zul-x-bible-zulu-v1.txt,zulu,Benue-Congo ,Benue-Congo,S Africa,S Africa,9790000,15850000,1.618998979,0.618174727,10.90397783,10.90397783,2.478356779,H,PBC,Bantoid,Niger-Congo
zul,zipf_stats_zul-x-bible-zulu-v1.txt,zulu,Benue-Congo ,Benue-Congo,S Africa,S Africa,9790000,15850000,1.618998979,0.618174727,0.354273423,0.354273423,3.593661576,TTR,PBC,Bantoid,Niger-Congo
kng,zipf_stats_kng-x-bible-koongo-v1.txt,koongo,Benue-Congo,Benue-Congo,S Africa,S Africa,3000000,5000000,1.666666667,0.625,1.088908789,-0.088908789,0.713333628,a,PBC,Bantoid,Niger-Congo
kng,zipf_stats_kng-x-bible-koongo-v1.txt,koongo,Benue-Congo,Benue-Congo,S Africa,S Africa,3000000,5000000,1.666666667,0.625,9.172465337,9.172465337,1.007690371,H,PBC,Bantoid,Niger-Congo
kng,zipf_stats_kng-x-bible-koongo-v1.txt,koongo,Benue-Congo,Benue-Congo,S Africa,S Africa,3000000,5000000,1.666666667,0.625,0.140663868,0.140663868,0.518273395,TTR,PBC,Bantoid,Niger-Congo
kng,udhr_kng.csv,Koongo,Benue-Congo,Benue-Congo,S Africa,S Africa,3000000,5000000,1.666666667,0.625,0.868237061,0.131762939,0.201962767,a,UDHR,Bantoid,Niger-Congo
kng,udhr_kng.csv,Koongo,Benue-Congo,Benue-Congo,S Africa,S Africa,3000000,5000000,1.666666667,0.625,7.807326049,7.807326049,-0.09647287,H,UDHR,Bantoid,Niger-Congo
kng,udhr_kng.csv,Koongo,Benue-Congo,Benue-Congo,S Africa,S Africa,3000000,5000000,1.666666667,0.625,0.361556064,0.361556064,-0.065926104,TTR,UDHR,Bantoid,Niger-Congo
afr,zipf_stats_afr-x-bible-afrnlv-v1.txt,afrnlv,Indo-European,Indo-European,S Africa,S Africa,5467475,10300000,1.883867782,0.653243465,1.279045556,-0.279045556,0.012061599,a,PBC,Germanic,Indo-European
afr,zipf_stats_afr-x-bible-afrnlv-v1.txt,afrnlv,Indo-European,Indo-European,S Africa,S Africa,5467475,10300000,1.883867782,0.653243465,8.250675968,8.250675968,0.224765228,H,PBC,Germanic,Indo-European
afr,zipf_stats_afr-x-bible-afrnlv-v1.txt,afrnlv,Indo-European,Indo-European,S Africa,S Africa,5467475,10300000,1.883867782,0.653243465,0.08608384,0.08608384,-0.267528412,TTR,PBC,Germanic,Indo-European
afr,udhr_afr.csv,Afrikaans ,Indo-European,Indo-European,S Africa,S Africa,5467475,10300000,1.883867782,0.653,0.965145382,0.034854618,-0.259202059,a,UDHR,Germanic,Indo-European
afr,udhr_afr.csv,Afrikaans ,Indo-European,Indo-European,S Africa,S Africa,5467475,10300000,1.883867782,0.653,7.465085054,7.465085054,-0.620362926,H,UDHR,Germanic,Indo-European
afr,udhr_afr.csv,Afrikaans ,Indo-European,Indo-European,S Africa,S Africa,5467475,10300000,1.883867782,0.653,0.296142433,0.296142433,-0.56855172,TTR,UDHR,Germanic,Indo-European
wol,zipf_stats_wol-x-bible-wolof-v1.txt,wolof,Atlantic,Atlantic,African Savannah  ,African Savannah  ,3976500,7973772,2.005223689,0.667246068,1.420265694,-0.420265694,-0.508793646,a,PBC,Northern Atlantic,Niger-Congo
wol,zipf_stats_wol-x-bible-wolof-v1.txt,wolof,Atlantic,Atlantic,African Savannah  ,African Savannah  ,3976500,7973772,2.005223689,0.667246068,8.168466501,8.168466501,0.15494032,H,PBC,Northern Atlantic,Niger-Congo
wol,zipf_stats_wol-x-bible-wolof-v1.txt,wolof,Atlantic,Atlantic,African Savannah  ,African Savannah  ,3976500,7973772,2.005223689,0.667246068,0.072459372,0.072459372,-0.46368316,TTR,PBC,Northern Atlantic,Niger-Congo
wol,udhr_wol.csv,Wolof,Atlantic,Atlantic,African Savannah  ,African Savannah  ,3976500,7973772,2.005223689,0.667,0.980455648,0.019544352,-0.332060158,a,UDHR,Northern Atlantic,Niger-Congo
wol,udhr_wol.csv,Wolof,Atlantic,Atlantic,African Savannah  ,African Savannah  ,3976500,7973772,2.005223689,0.667,7.803454645,7.803454645,-0.102399075,H,UDHR,Northern Atlantic,Niger-Congo
wol,udhr_wol.csv,Wolof,Atlantic,Atlantic,African Savannah  ,African Savannah  ,3976500,7973772,2.005223689,0.667,0.308139535,0.308139535,-0.476368324,TTR,UDHR,Northern Atlantic,Niger-Congo
srn,zipf_stats_srn-x-bible-srana-v1.txt,srana,Sranan,Other,NE South America,Other,126400,300000,2.373417722,0.703564728,1.589057591,-0.589057591,-1.131340446,a,PBC,English based,Creole
srn,zipf_stats_srn-x-bible-srana-v1.txt,srana,Sranan,Other,NE South America,Other,126400,300000,2.373417722,0.703564728,7.042230627,7.042230627,-0.801632203,H,PBC,English based,Creole
srn,zipf_stats_srn-x-bible-srana-v1.txt,srana,Sranan,Other,NE South America,Other,126400,300000,2.373417722,0.703564728,0.025711099,0.025711099,-1.136729298,TTR,PBC,English based,Creole
kea,udhr_kea.csv,Kabuverdianu,Creole,Creole,Cape Verde Islands,Other,394000,954000,2.421319797,0.708,0.961204171,0.038795829,-0.240446722,a,UDHR,NA,NA
kea,udhr_kea.csv,Kabuverdianu,Creole,Creole,Cape Verde Islands,Other,394000,954000,2.421319797,0.708,7.481133047,7.481133047,-0.595797242,H,UDHR,NA,NA
kea,udhr_kea.csv,Kabuverdianu,Creole,Creole,Cape Verde Islands,Other,394000,954000,2.421319797,0.708,0.279578947,0.279578947,-0.695822323,TTR,UDHR,NA,NA
tgl,zipf_stats_tgl-x-bible-tagal-v1.txt,tagal,Austronesian ,Austronesian,Oceania,Oceania,20426600,51000000,2.496744441,0.714019707,1.167851175,-0.167851175,0.422174332,a,PBC,Meso-Philippine,Austronesian
tgl,zipf_stats_tgl-x-bible-tagal-v1.txt,tagal,Austronesian ,Austronesian,Oceania,Oceania,20426600,51000000,2.496744441,0.714019707,7.956115393,7.956115393,-0.025420864,H,PBC,Meso-Philippine,Austronesian
tgl,zipf_stats_tgl-x-bible-tagal-v1.txt,tagal,Austronesian ,Austronesian,Oceania,Oceania,20426600,51000000,2.496744441,0.714019707,0.102111388,0.102111388,-0.036775939,TTR,PBC,Meso-Philippine,Austronesian
tgl,udhr_tgl.csv,Tagalog(including Filipino),Austronesian,Austronesian,Oceania,Oceania,20426600,51000000,2.496744441,0.714,1.031624637,-0.031624637,-0.575561829,a,UDHR,Meso-Philippine,Austronesian
tgl,udhr_tgl.csv,Tagalog(including Filipino),Austronesian,Austronesian,Oceania,Oceania,20426600,51000000,2.496744441,0.714,7.166638231,7.166638231,-1.077214457,H,UDHR,Meso-Philippine,Austronesian
tgl,udhr_tgl.csv,Tagalog(including Filipino),Austronesian,Austronesian,Oceania,Oceania,20426600,51000000,2.496744441,0.714,0.288319369,0.288319369,-0.628662623,TTR,UDHR,Meso-Philippine,Austronesian
pov,udhr_pov.csv,Crioulo,Creole,Creole,African Savannah  ,African Savannah  ,206000,600000,2.912621359,0.744,1.001742359,-0.001742359,-0.433358811,a,UDHR,Creoles and Pidgins,other
pov,udhr_pov.csv,Crioulo,Creole,Creole,African Savannah  ,African Savannah  ,206000,600000,2.912621359,0.744,7.23237357,7.23237357,-0.976589193,H,UDHR,Creoles and Pidgins,other
pov,udhr_pov.csv,Crioulo,Creole,Creole,African Savannah  ,African Savannah  ,206000,600000,2.912621359,0.744,0.251530612,0.251530612,-0.911340275,TTR,UDHR,Creoles and Pidgins,other
lin,udhr_lin.csv,Lingala ,Benue-Congo,Benue-Congo,S Africa,S Africa,2141300,7000000,3.269042171,0.766,1.034999747,-0.034999747,-0.591623212,a,UDHR,Bantoid,Niger-Congo
lin,udhr_lin.csv,Lingala ,Benue-Congo,Benue-Congo,S Africa,S Africa,2141300,7000000,3.269042171,0.766,6.649264485,6.649264485,-1.869191351,H,UDHR,Bantoid,Niger-Congo
lin,udhr_lin.csv,Lingala ,Benue-Congo,Benue-Congo,S Africa,S Africa,2141300,7000000,3.269042171,0.766,0.213223141,0.213223141,-1.205687436,TTR,UDHR,Bantoid,Niger-Congo
mri,zipf_stats_mri-x-bible-maori-v1.txt,maori,Austronesian,Austronesian,Oceania,Oceania,35130,121980,3.472245944,0.776398702,1.45870558,-0.45870558,-0.650569577,a,PBC,Oceanic,Austronesian
mri,zipf_stats_mri-x-bible-maori-v1.txt,maori,Austronesian,Austronesian,Oceania,Oceania,35130,121980,3.472245944,0.776398702,7.018123514,7.018123514,-0.822107667,H,PBC,Oceanic,Austronesian
mri,zipf_stats_mri-x-bible-maori-v1.txt,maori,Austronesian,Austronesian,Oceania,Oceania,35130,121980,3.472245944,0.776398702,0.03557302,0.03557302,-0.994744838,TTR,PBC,Oceanic,Austronesian
mri,udhr_mri.csv,Maori,Austronesian,Austronesian,Oceania,Oceania,35130,121980,3.472245944,0.776,1.339040579,-0.339040579,-2.03848491,a,UDHR,Oceanic,Austronesian
mri,udhr_mri.csv,Maori,Austronesian,Austronesian,Oceania,Oceania,35130,121980,3.472245944,0.776,6.686297565,6.686297565,-1.812502461,H,UDHR,Oceanic,Austronesian
mri,udhr_mri.csv,Maori,Austronesian,Austronesian,Oceania,Oceania,35130,121980,3.472245944,0.776,0.129132876,0.129132876,-1.851820673,TTR,UDHR,Oceanic,Austronesian
ast,udhr_ast.csv,Asturian,Indo-European,Indo-European,Europe,Europe,125000,450000,3.6,0.783,0.917151188,0.082848813,-0.030808519,a,UDHR,Romance,Indo-European
ast,udhr_ast.csv,Asturian,Indo-European,Indo-European,Europe,Europe,125000,450000,3.6,0.783,7.870634501,7.870634501,0.000437403,H,UDHR,Romance,Indo-European
ast,udhr_ast.csv,Asturian,Indo-European,Indo-European,Europe,Europe,125000,450000,3.6,0.783,0.354363828,0.354363828,-0.121189851,TTR,UDHR,Romance,Indo-European
bam,zipf_stats_bam-x-bible-bamba-v1.txt,bamba,Mande,Other,African Savannah  ,African Savannah  ,2772340,10000000,3.607061183,0.782941889,1.56096298,-0.56096298,-1.027720483,a,PBC,Western Mande,Niger-Congo
bam,zipf_stats_bam-x-bible-bamba-v1.txt,bamba,Mande,Other,African Savannah  ,African Savannah  ,2772340,10000000,3.607061183,0.782941889,6.582852885,6.582852885,-1.191806353,H,PBC,Western Mande,Niger-Congo
bam,zipf_stats_bam-x-bible-bamba-v1.txt,bamba,Mande,Other,African Savannah  ,African Savannah  ,2772340,10000000,3.607061183,0.782941889,0.037229029,0.037229029,-0.97090288,TTR,PBC,Western Mande,Niger-Congo
bam,udhr_bam.csv,Bambara ,Mande,Other,African Savannah  ,African Savannah  ,2772340,10000000,3.607061183,0.783,1.001728118,-0.001728118,-0.433291042,a,UDHR,Western Mande,Niger-Congo
bam,udhr_bam.csv,Bambara ,Mande,Other,African Savannah  ,African Savannah  ,2772340,10000000,3.607061183,0.783,7.401763791,7.401763791,-0.717292809,H,UDHR,Western Mande,Niger-Congo
bam,udhr_bam.csv,Bambara ,Mande,Other,African Savannah  ,African Savannah  ,2772340,10000000,3.607061183,0.783,0.295343137,0.295343137,-0.574693354,TTR,UDHR,Western Mande,Niger-Congo
sag,udhr_sag.csv,Sango,Adamawa-Ubangi,Other,African Savannah  ,African Savannah  ,404000,1600000,3.96039604,0.798,1.025142376,-0.025142376,-0.544714208,a,UDHR,Ubangi,Niger-Congo
sag,udhr_sag.csv,Sango,Adamawa-Ubangi,Other,African Savannah  ,African Savannah  ,404000,1600000,3.96039604,0.798,6.450497471,6.450497471,-2.173456659,H,UDHR,Ubangi,Niger-Congo
sag,udhr_sag.csv,Sango,Adamawa-Ubangi,Other,African Savannah  ,African Savannah  ,404000,1600000,3.96039604,0.798,0.181413962,0.181413962,-1.450102978,TTR,UDHR,Ubangi,Niger-Congo
haw,udhr_haw.csv,Hawaiian,Austronesian,Austronesian,Oceania,Oceania,1000,4175,4.175,0.807,1.374022626,-0.374022626,-2.204956574,a,UDHR,Oceanic,Austronesian
haw,udhr_haw.csv,Hawaiian,Austronesian,Austronesian,Oceania,Oceania,1000,4175,4.175,0.807,6.482830921,6.482830921,-2.123961792,H,UDHR,Oceanic,Austronesian
haw,udhr_haw.csv,Hawaiian,Austronesian,Austronesian,Oceania,Oceania,1000,4175,4.175,0.807,0.142682927,0.142682927,-1.747704717,TTR,UDHR,Oceanic,Austronesian
ind,zipf_stats_ind-x-bible-indlam-v1.txt,indlam,Austronesian,Austronesian,Southeast Asia,Southeast Asia,21033000,140000000,6.656206913,0.86938702,1.269313851,-0.269313851,0.047954566,a,PBC,Malayic,Austronesian
ind,zipf_stats_ind-x-bible-indlam-v1.txt,indlam,Austronesian,Austronesian,Southeast Asia,Southeast Asia,21033000,140000000,6.656206913,0.86938702,8.43864296,8.43864296,0.384415674,H,PBC,Malayic,Austronesian
ind,zipf_stats_ind-x-bible-indlam-v1.txt,indlam,Austronesian,Austronesian,Southeast Asia,Southeast Asia,21033000,140000000,6.656206913,0.86938702,0.084863749,0.084863749,-0.285094348,TTR,PBC,Malayic,Austronesian
ind,udhr_ind.csv,Indonesian,Austronesian,Austronesian,Southeast Asia,Southeast Asia,21033000,140000000,6.656206913,0.869,0.887472188,0.112527812,0.110427143,a,UDHR,Malayic,Austronesian
ind,udhr_ind.csv,Indonesian,Austronesian,Austronesian,Southeast Asia,Southeast Asia,21033000,140000000,6.656206913,0.869,7.906675926,7.906675926,0.055608304,H,UDHR,Malayic,Austronesian
ind,udhr_ind.csv,Indonesian,Austronesian,Austronesian,Southeast Asia,Southeast Asia,21033000,140000000,6.656206913,0.869,0.341671751,0.341671751,-0.218713297,TTR,UDHR,Malayic,Austronesian
kri,zipf_stats_kri-x-bible-krio-v1.txt,krio,Creole,Creole,Sierra Leone,Other,473000,4000000,8.456659619,0.894254415,1.726945638,-0.726945638,-1.639906109,a,PBC,English based,Creole
kri,zipf_stats_kri-x-bible-krio-v1.txt,krio,Creole,Creole,Sierra Leone,Other,473000,4000000,8.456659619,0.894254415,6.670294563,6.670294563,-1.117537447,H,PBC,English based,Creole
kri,zipf_stats_kri-x-bible-krio-v1.txt,krio,Creole,Creole,Sierra Leone,Other,473000,4000000,8.456659619,0.894254415,0.024495564,0.024495564,-1.154229642,TTR,PBC,English based,Creole
kri,udhr_kri.csv,Krio,Creole,Creole,Sierra Leone,Other,473000,4000000,8.456659619,0.894,1.231158321,-0.231158321,-1.525097593,a,UDHR,NA,NA
kri,udhr_kri.csv,Krio,Creole,Creole,Sierra Leone,Other,473000,4000000,8.456659619,0.894,7.083354346,7.083354346,-1.204702396,H,UDHR,NA,NA
