iso,filename,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,Corpus,H_scaled
sun,sun-x-bible.csv,9.8970830721,9.9997741051,10.1959179344,10.4420082425,9.8971762583,9.9177753025,10.1323375289,10.0389364625,9.9139210764,PBC,0.6501545022
cub,cub-x-bible.csv,9.8984861214,10.0070633502,10.2202457343,10.4830617924,9.8985814344,9.9196525764,10.156600696,10.0538186539,9.9181159073,PBC,0.6537811637
naf,naf-x-bible.csv,9.8988744212,9.9988964684,10.1942256982,10.4374311579,9.8989690005,9.9198715618,10.1218649526,10.0405750385,9.9214241379,PBC,0.6566413105
deu,deu-x-bible-pattloch.csv,9.9074301706,10.0244615923,10.2563546559,10.5385982979,9.9075265633,9.9288403559,10.1973613934,10.0774254205,9.9229434578,PBC,0.6579548459
emp,emp-x-bible.csv,9.9044666999,9.989095191,10.1431763735,10.3439093765,9.904556029,9.9242910147,10.086864049,10.0140162853,9.9302522552,PBC,0.6642737023
dyo,dyo-x-bible.csv,9.9248490376,10.0561054325,10.3164964655,10.6283607035,9.924946327,9.9464641846,10.25408514,10.1173433928,9.9324500934,PBC,0.666173854
nuy,nuy-x-bible.csv,9.9247360352,10.0603060881,10.3358208764,10.6611001149,9.9248352446,9.9467782534,10.2717705342,10.1295395255,9.9395454955,PBC,0.6723082184
deu,deu-x-bible-menge.csv,9.9248796844,10.0428921388,10.2761108358,10.5597679819,9.9249759927,9.9462711535,10.2108610362,10.0959777098,9.9408876675,PBC,0.6734685997
bkq,bkq-x-bible.csv,9.9234533317,10.0327807619,10.2464568414,10.5097758648,9.9235484624,9.9445787158,10.177485654,10.0792952174,9.9420515652,PBC,0.6744748531
cwt,cwt-x-bible.csv,9.9243499111,10.0392172903,10.2656214257,10.5421121141,9.9244458904,9.9456665543,10.1984819858,10.0901470703,9.9423851602,PBC,0.6747632643
aoi,aoi-x-bible.csv,9.9296817129,10.0603177488,10.3250050883,10.6393332206,9.9297804658,9.9516202862,10.2601193247,10.1259351502,9.9451721001,PBC,0.6771727268
grc,grc-x-bible-textusreceptusVAR1.csv,9.9470091834,10.0804873286,10.3469105289,10.6642680608,9.9471070484,9.9687524138,10.2865437641,10.1444573346,9.9586337991,PBC,0.6888111041
ura,ura-x-bible.csv,9.9432831671,10.0596509491,10.2880500136,10.5666676221,9.9433790164,9.9645708839,10.209647821,10.1107483394,9.9588101244,PBC,0.688963547
sri,sri-x-bible.csv,9.941798843,10.0462643909,10.2472499017,10.4975804449,9.9418927277,9.9626447349,10.1771582105,10.0877609535,9.9629983666,PBC,0.6925845122
pio,pio-x-bible.csv,9.9440728005,10.0395647853,10.2161879226,10.441875329,9.9441637139,9.9642551407,10.1517935016,10.0709256925,9.9633931657,PBC,0.6929258377
deu,deu-x-bible-gruenewalder.csv,9.9502971976,10.0713248845,10.3098328563,10.5990268154,9.9503935372,9.9716964533,10.2459452169,10.1256447582,9.9665271959,PBC,0.6956353787
grc,grc-x-bible-textusreceptusVAR2.csv,9.9644697623,10.0996070068,10.3683541806,10.6882078916,9.9645674976,9.9861846022,10.3119495814,10.1638161075,9.976400013,PBC,0.7041709708
grc,grc-x-bible-wescotthortVAR1.csv,9.9653893056,10.0996609331,10.3662996193,10.6840778927,9.9654869011,9.9870727432,10.3079304386,10.1630629085,9.9771350268,PBC,0.7048064305
apu,apu-x-bible.csv,9.9618809498,10.0742957474,10.2891453534,10.5552105673,9.9619748209,9.9827287714,10.2190357125,10.1184613513,9.9780819484,PBC,0.7056250962
grc,grc-x-bible-byzantine.csv,9.9708778532,10.1065488949,10.3758025988,10.6962824054,9.9709754867,9.9925702614,10.3216486841,10.1706356726,9.982612456,PBC,0.7095419686
grc,grc-x-bible-wescotthortVAR2.csv,9.97427615,10.10952881,10.3779197,10.6974244997,9.974373772,9.995965606,10.3168645678,10.1733981727,9.9861150537,PBC,0.7125701564
kwi,kwi-x-bible.csv,9.9707370782,10.0817380346,10.2944476963,10.5578555672,9.9708310708,9.9916106387,10.2230854342,10.1257513719,9.9911659286,PBC,0.7169369149
ben,ben-x-bible-holybible.csv,9.9645977712,10.0381896452,10.1604903963,10.3274897822,9.9646814644,9.9831629321,10.1036875628,10.0498290639,9.993610992,PBC,0.7190508064
mcq,mcq-x-bible.csv,9.9743353788,10.083662809,10.2935381079,10.5535299514,9.9744294381,9.9952221177,10.2189812732,10.1272680404,9.993958225,PBC,0.7193510083
lif,lif-x-bible-devanagari.csv,9.9803197848,10.0754078149,10.2491793155,10.4720762507,9.9804100141,10.0003492637,10.1839549187,10.1050267956,9.9985748694,PBC,0.7233423507
zaw,zaw-x-bible.csv,9.9891217095,10.1059223,10.3306127162,10.6064677929,9.9892163142,10.0101333213,10.2546723081,10.1536160606,10.0057127385,PBC,0.7295134302
ter,ter-x-bible.csv,9.9942145055,10.1126309144,10.3416357381,10.6216253082,9.9943095591,10.0153261894,10.2701250146,10.16218227,10.0107255707,PBC,0.7338472986
grc,grc-x-bible-tischendorf.csv,10.0015816641,10.1369497398,10.4024807883,10.719738867,10.0016785514,10.0231078745,10.3422683977,10.1984416958,10.0133147759,PBC,0.7360858086
tcc,tcc-x-bible.csv,10.0029742097,10.1377363535,10.4026788533,10.7189412707,10.0030712582,10.0245353735,10.3278026752,10.1994934314,10.0152534932,PBC,0.7377619361
grc,grc-x-bible-accented.csv,10.0088126454,10.1636138233,10.4727018515,10.8318952311,10.0089118495,10.0308592119,10.4205506845,10.2409200144,10.0164391217,PBC,0.7387869769
gog,gog-x-bible.csv,9.9967659439,10.1098155273,10.3292266989,10.598382893,9.9968610003,10.0178744717,10.2463299844,10.1574178614,10.0198691731,PBC,0.7417524446
ame,ame-x-bible.csv,10.0119357184,10.161283509,10.4605219004,10.8096402765,10.0120348785,10.0339704953,10.4039609069,10.2361548225,10.0247902861,PBC,0.7460070167
est,est-x-bible-portions.csv,10.0196756868,10.1385393312,10.3626156247,10.6392629228,10.0197691044,10.0404253637,10.2975891155,10.1835091073,10.0324806826,PBC,0.7526557864
slv,slv-x-bible.csv,10.0238306894,10.1455797239,10.3747930387,10.6570899175,10.0239241712,10.0445960524,10.3103581075,10.1916570999,10.0360629034,PBC,0.7557528129
dug,dug-x-bible.csv,10.0217942214,10.1459237027,10.3862227331,10.6777448522,10.0218897242,10.0430073372,10.3082984358,10.1988227133,10.0360905392,PBC,0.7557767055
ttq,ttq-x-bible.csv,10.0206803456,10.1464977802,10.3888231107,10.6830869701,10.0207755623,10.041831379,10.3128126292,10.1991473093,10.0364295679,PBC,0.7560698144
nop,nop-x-bible.csv,10.0202144766,10.1314895451,10.3408272034,10.6013752422,10.0203074084,10.0408518199,10.2697933182,10.1726666032,10.0383392915,PBC,0.7577208753
mlh,mlh-x-bible.csv,10.0244347001,10.1127276366,10.2645097473,10.4653682142,10.0245210465,10.0435989467,10.2010070916,10.1319862685,10.0430577949,PBC,0.7618002803
gah,gah-x-bible.csv,10.0298080282,10.1297867945,10.3094272729,10.5399539284,10.0298975425,10.0496817768,10.2386880732,10.1589166642,10.046983608,PBC,0.7651943611
ekk,ekk-x-bible-1968.csv,10.042538309,10.1627869407,10.3880394169,10.6662096307,10.0426314399,10.0632245532,10.3191127778,10.20733723,10.0554956347,PBC,0.7725534752
hto,hto-x-bible.csv,10.0368574854,10.1633674135,10.4082506432,10.7046102538,10.0369531034,10.0580973636,10.3388772397,10.2174924282,10.0556687696,PBC,0.7727031599
ndo,ndo-x-bible-2008.csv,10.0345253644,10.1293248555,10.2976965043,10.5159484535,10.0346139359,10.0541867141,10.2325735227,10.1549631172,10.0577899448,PBC,0.7745370322
nya,nya-x-bible.csv,10.0437631944,10.1797083481,10.4453573291,10.762309161,10.0438599881,10.0652673577,10.3694542733,10.2410487615,10.0578953929,PBC,0.7746281979
kat,kat-x-bible.csv,10.0565904951,10.1901984829,10.4395944497,10.7438822767,10.0566840709,10.077381704,10.3863938924,10.2402815623,10.0630760978,PBC,0.7791072015
sme,sme-x-bible.csv,10.0517910211,10.1674663095,10.380124698,10.6460646535,10.0518827237,10.0721587449,10.3135950366,10.2065494917,10.0663763275,PBC,0.7819604311
oss,oss-x-bible.csv,10.0660404684,10.174098327,10.3668759877,10.6128649863,10.0661299535,10.0859129443,10.3088481803,10.2051221031,10.0805628607,PBC,0.7942254674
nyf,nyf-x-bible.csv,10.0721776964,10.1998129266,10.4454427728,10.7424510875,10.0722731036,10.0933700183,10.3623358908,10.2536369391,10.0885355902,PBC,0.8011183295
rim,rim-x-bible.csv,10.0751828325,10.2142297805,10.4858992417,10.8084967811,10.0752798735,10.0967420687,10.4008051169,10.2775289247,10.0904665545,PBC,0.8027877541
srp,srp-x-bible.csv,10.0779239789,10.1994133283,10.4234943451,10.7013732785,10.0780162339,10.0984163755,10.3660035951,10.2417504016,10.091418978,PBC,0.8036111764
con,con-x-bible.csv,10.0737326596,10.1787175777,10.3669358778,10.6070475526,10.0738223684,10.0936515513,10.2952385801,10.2095465173,10.0922324134,PBC,0.804314436
ded,ded-x-bible.csv,10.0814563477,10.1952272786,10.403803464,10.6649557196,10.0815478836,10.1017846911,10.3285811373,10.2332650609,10.1000969354,PBC,0.8111137467
vun,vun-x-bible.csv,10.0880190141,10.2139807181,10.4524928419,10.7432225045,10.0881132837,10.1089584129,10.3747700691,10.2637226532,10.1015923938,PBC,0.8124066525
swh,swh-x-bible-union1997.csv,10.0957039589,10.2240605367,10.4682833275,10.7644532548,10.0957987073,10.116750083,10.3825826237,10.2760653616,10.1095458987,PBC,0.8192828939
coe,coe-x-bible.csv,10.0890629186,10.2002225715,10.4032494097,10.6584592435,10.0891541048,10.1093121517,10.3298674597,10.2365713542,10.1097308462,PBC,0.8194427911
pkb,pkb-x-bible.csv,10.0991428944,10.2256672495,10.4642173337,10.755197197,10.0992369398,10.1200326248,10.385797259,10.2748960343,10.11278263,PBC,0.8220812257
lvs,lvs-x-bible.csv,10.1039570788,10.2335543744,10.4726968845,10.766489228,10.1040498199,10.1245603918,10.4109146955,10.2797225875,10.1158481021,PBC,0.8247314945
cbs,cbs-x-bible.csv,10.1000729215,10.2309686425,10.4800639983,10.7815058042,10.1001677776,10.1211445575,10.4071926234,10.2842024276,10.1192451278,PBC,0.8276684096
lav,lav-x-bible-1997.csv,10.1098893617,10.2359232005,10.4677204628,10.7537750706,10.1099817412,10.1304105875,10.3990088483,10.2799158383,10.1235396312,PBC,0.8313812434
wrs,wrs-x-bible.csv,10.1179584312,10.2511768913,10.5017902096,10.8056336837,10.1180526829,10.1388969238,10.4243666903,10.3032341272,10.1337426946,PBC,0.8402023515
mam,mam-x-bible-southern.csv,10.1187112728,10.2331891243,10.4408253236,10.7012925213,10.1188022746,10.1389204904,10.3625887331,10.2698956963,10.1347852159,PBC,0.8411036683
lav,lav-x-bible-jaunaderiba.csv,10.129133243,10.2590912123,10.4966968237,10.7893427376,10.1292254677,10.1496217629,10.4344057524,10.3037190861,10.1414592209,PBC,0.8468737118
ksr,ksr-x-bible.csv,10.1226411085,10.2204414054,10.3891073345,10.6089666419,10.1227282804,10.1419921602,10.3176363672,10.2433272778,10.1443459124,PBC,0.849369415
som,som-x-bible.csv,10.1342508195,10.2666757973,10.5106697255,10.809271718,10.134343693,10.1548837213,10.4447885064,10.3140616922,10.1448011782,PBC,0.8497630173
mnb,mnb-x-bible.csv,10.1289122569,10.2508344148,10.474133946,10.7510884264,10.129004213,10.1493371135,10.4066685519,10.2923624085,10.1468142599,PBC,0.8515034368
pib,pib-x-bible.csv,10.1468768815,10.3309791956,10.6853889134,11.0892703881,10.1469754248,10.1687829214,10.6559120658,10.4169618455,10.1532168388,PBC,0.8570388176
wiu,wiu-x-bible.csv,10.1413513788,10.2383437664,10.4051754734,10.6228367834,10.1414384125,10.1606704405,10.3345302874,10.2607294182,10.1648615888,PBC,0.8671063428
ino,ino-x-bible.csv,10.1712434608,10.2796475662,10.4697739072,10.7127019769,10.1713322261,10.1909527288,10.3900744241,10.3087371732,10.1937177054,PBC,0.8920540388
guh,guh-x-bible.csv,10.1832284415,10.3283924165,10.5973509814,10.9208993175,10.1833224224,10.2041107581,10.5349750248,10.3832806554,10.1979957229,PBC,0.8957526196
aak,aak-x-bible.csv,10.1823214409,10.3112406697,10.5483217537,10.8389237801,10.1824141646,10.2029177822,10.4670439457,10.357058993,10.2004754263,PBC,0.8978964593
swh,swh-x-bible-union1952.csv,10.194073434,10.3204968004,10.5500722565,10.833514144,10.1941652694,10.2144714536,10.4675210583,10.3628364511,10.2097872645,PBC,0.9059470543
ell,ell-x-bible-koine1894.csv,10.2021380065,10.3507644496,10.6251807764,10.9543000166,10.2022319937,10.2230224452,10.5592162956,10.4067038041,10.2140668614,PBC,0.9096470006
swh,swh-x-bible-habarinjema.csv,10.2020885626,10.3299401971,10.5616427939,10.8474696033,10.2021803554,10.2224777003,10.4790428022,10.3725360589,10.2175997581,PBC,0.9127013836
spy,spy-x-bible-1997.csv,10.2046557637,10.343067926,10.5974322923,10.9061974565,10.2047489421,10.2253568602,10.5236770248,10.3931491426,10.2232620527,PBC,0.917596748
grc,grc-x-bible-ecumenical.csv,10.2128561657,10.359390701,10.6271524137,10.950325779,10.2129493872,10.2335700826,10.5630737121,10.4119941443,10.2248812856,PBC,0.9189966636
chd,chd-x-bible.csv,10.204736627,10.3360507296,10.5735366117,10.8660286736,10.2048284027,10.2251243547,10.5057636397,10.3795709088,10.2260460766,PBC,0.9200036894
amp,amp-x-bible.csv,10.2147736043,10.3564318303,10.6173547861,10.9324927761,10.2148671381,10.2355542772,10.5349514559,10.4086523098,10.2320831498,PBC,0.9252230704
dig,dig-x-bible.csv,10.223215692,10.3507499336,10.5791566531,10.862180387,10.2233067767,10.2434473627,10.4983485603,10.3910499848,10.2391402457,PBC,0.931324317
ekk,ekk-x-bible-1997.csv,10.2274545693,10.3560852591,10.5829277222,10.8658239449,10.2275447065,10.2474776539,10.5147002725,10.3937408388,10.2423937881,PBC,0.9341371829
cof,cof-x-bible.csv,10.2195961511,10.3279425486,10.5135362057,10.7527149599,10.2196835973,10.2390124983,10.4391895337,10.3534975851,10.2427783474,PBC,0.9344696555
che,che-x-bible.csv,10.2344318242,10.3503812246,10.5489029878,10.8027291454,10.2345196189,10.2539295166,10.4784940117,10.3783405259,10.2454952225,PBC,0.9368185431
hun,hun-x-bible-karoli.csv,10.2396426526,10.4283760179,10.7784745628,11.1806395716,10.239739091,10.2610816332,10.7596852614,10.5066247786,10.2458667946,PBC,0.9371397875
mlt,mlt-x-bible.csv,10.2438599298,10.3719423955,10.5920564094,10.8697979454,10.2439484823,10.2635319506,10.5356666464,10.4045514655,10.2548228598,PBC,0.9448827973
aom,aom-x-bible.csv,10.2341866723,10.3461975152,10.5394219411,10.7865771091,10.2342747405,10.2537423737,10.4638392845,10.3741369608,10.2591354299,PBC,0.9486112507
thk,thk-x-bible.csv,10.250676847,10.3828854205,10.6202542084,10.9123075358,10.2507683846,10.2710102084,10.5338433766,10.4258009931,10.2657528753,PBC,0.9543323953
cap,cap-x-bible-1978.csv,10.2535215551,10.3815030321,10.6066547411,10.8874410534,10.2536116033,10.273523513,10.526484089,10.4186879015,10.2706360578,PBC,0.9585541745
pua,pua-x-bible-2011.csv,10.2709881338,10.4292373528,10.717368668,11.0605480327,10.2710818832,10.2918214879,10.6451258653,10.4870706842,10.2802298197,PBC,0.966848508
ukr,ukr-x-bible-1871.csv,10.266001577,10.404471447,10.6485557013,10.9495390203,10.2660922478,10.286146162,10.5793239064,10.4461481972,10.2808429683,PBC,0.9673786086
hun,hun-x-bible-2003.csv,10.2817923905,10.4426817415,10.7296282558,11.0737692169,10.2818849172,10.3023560142,10.6799572751,10.4966135182,10.290903145,PBC,0.9760761833
kvn,kvn-x-bible.csv,10.2836032691,10.4726684542,10.8237928982,11.2258070822,10.2836999376,10.3050922507,10.7871469748,10.5519648171,10.2934615075,PBC,0.9782880281
pol,pol-x-bible-gdansk.csv,10.2846156437,10.4137512768,10.6346693779,10.9131261724,10.284704077,10.3042605321,10.5765834552,10.4461601748,10.2989299409,PBC,0.9830157888
pol,pol-x-bible-gdansknew.csv,10.2906534401,10.4198612079,10.6406297615,10.9189458711,10.2907418197,10.3102862894,10.5765746715,10.452106697,10.305917838,PBC,0.9890572092
bmu,bmu-x-bible.csv,10.2836297869,10.3873018525,10.5548720813,10.7768591024,10.2837138571,10.3022945672,10.4858549139,10.40331923,10.3062904531,PBC,0.9893793554
ben,ben-x-bible-common.csv,10.2791804931,10.3742252424,10.5241571452,10.7266403631,10.2792628827,10.297467314,10.4549222241,10.3852713312,10.3098702588,PBC,0.9924742938
hye,hye-x-bible-eastern.csv,10.2947519255,10.4223583018,10.638736722,10.9129310862,10.2948397669,10.314265068,10.5813105378,10.4526360471,10.3108397028,PBC,0.9933124314
hye,hye-x-bible-latin.csv,10.2936093303,10.4246926017,10.6504907593,10.9336152618,10.2936982781,10.3133688802,10.5914208188,10.459113496,10.3122102615,PBC,0.9944973545
cbt,cbt-x-bible.csv,10.3043921269,10.441390448,10.6776492315,10.9717735908,10.304481468,10.3242408145,10.6130694027,10.478290171,10.3196420065,PBC,1.0009225058
slk,slk-x-bible-catholic.csv,10.3203909022,10.4501613211,10.670138758,10.947867723,10.3204789121,10.3399412893,10.6070106888,10.4813264003,10.3352764763,PBC,1.0144393628
ces,ces-x-bible-novakarlica.csv,10.323332949,10.4496841806,10.6624355399,10.9326963219,10.323420418,10.3427618679,10.5956260394,10.4785456399,10.3377047588,PBC,1.0165387462
hrv,hrv-x-bible-2000.csv,10.3252461101,10.4571372908,10.6802589153,10.9615884238,10.325334106,10.3447942759,10.6135320347,10.4886448287,10.3410415777,PBC,1.0194236092
jmc,jmc-x-bible.csv,10.3267107332,10.4708071139,10.7277371658,11.0399715619,10.3268026033,10.3471209007,10.6329011006,10.5178662073,10.3431769787,PBC,1.0212697805
ory,ory-x-bible.csv,10.3172356038,10.4167671347,10.5749079521,10.7864613254,10.3173186559,10.3356709067,10.5020626059,10.4297761857,10.3468853123,PBC,1.0244758384
spy,spy-x-bible-2011.csv,10.3278654446,10.4699276253,10.7188750795,11.0246365224,10.3279560785,10.3480016942,10.6461680298,10.512270415,10.3471498611,PBC,1.0247045553
acu,acu-x-bible.csv,10.3339834244,10.467043188,10.6945380398,10.9795191432,10.3340721366,10.3536903122,10.6226557934,10.5010567204,10.3513906619,PBC,1.0283709603
rus,rus-x-bible-modern2011.csv,10.345787293,10.483405973,10.7171960007,11.0095350631,10.3458758426,10.3654601376,10.6569980913,10.5177829263,10.3601751089,PBC,1.0359655967
rus,rus-x-bible-slovozhizny2006.csv,10.3461552079,10.481696407,10.7112716448,10.999296173,10.3462434868,10.3657671703,10.6464825822,10.5147834776,10.3616186753,PBC,1.037213639
rus,rus-x-bible-churchslavonic.csv,10.3520687587,10.4955303535,10.7380748685,11.0401715157,10.3521573144,10.3717450984,10.6777050321,10.5310196329,10.3618941226,PBC,1.0374517783
kmg,kmg-x-bible.csv,10.3410143618,10.4639752601,10.6699801314,10.9328380039,10.34110144,10.3603543612,10.596763866,10.4910423863,10.3637691469,PBC,1.0390728397
hun,hun-x-bible-revised.csv,10.3558143502,10.5168768245,10.7955075047,11.1330769165,10.3559051429,10.3759922921,10.7455732902,10.5641201918,10.365151362,PBC,1.0402678405
ukr,ukr-x-bible-2009.csv,10.3535905575,10.5071654446,10.7744270921,11.0996649234,10.3536813682,10.3737698292,10.7117593005,10.5527807779,10.366585183,PBC,1.0415074574
kpj,kpj-x-bible.csv,10.3550061037,10.5125628291,10.7905775582,11.1253071019,10.3550980074,10.37542849,10.7086268777,10.5631632269,10.3700845242,PBC,1.0445328299
chu,chu-x-bible.csv,10.3689322055,10.5119465649,10.75190155,11.0516856884,10.3690203295,10.388512328,10.6923984938,10.54584993,10.3789442498,PBC,1.0521925487
ukr,ukr-x-bible-1962.csv,10.3667212647,10.5215657235,10.7903237502,11.1171693673,10.3668120023,10.3868845014,10.7308054816,10.5671892763,10.3798131029,PBC,1.0529437199
rus,rus-x-bible-centralasian.csv,10.3694687569,10.5051975064,10.7326614205,11.0190631258,10.3695564651,10.3889539409,10.6753604367,10.5364352612,10.3851308275,PBC,1.0575411846
yby,yby-x-bible.csv,10.3671524155,10.4843281067,10.6746676143,10.9219321174,10.3672375516,10.3860585007,10.5943117522,10.5048140961,10.3864974059,PBC,1.0587226666
hun,hun-x-bible-2012.csv,10.3814737269,10.5298260579,10.7789207719,11.0882848121,10.3815621606,10.4011242874,10.7236751395,10.5657643798,10.3916934731,PBC,1.0632149518
kyg,kyg-x-bible.csv,10.3735592048,10.4828433541,10.6558179588,10.8849391,10.373642563,10.3920674321,10.5831017361,10.497532792,10.3986612949,PBC,1.069239016
slk,slk-x-bible-standard.csv,10.3917187382,10.5245476706,10.744298178,11.0230568177,10.3918056225,10.4110195576,10.6789317224,10.5526030358,10.4081817488,PBC,1.0774699707
hye,hye-x-bible-western.csv,10.4122104184,10.5507235693,10.7795106104,11.0681569208,10.4122974972,10.4315564501,10.7200877559,10.5803053998,10.4306487186,PBC,1.0968938987
rus,rus-x-bible-kulakov.csv,10.4165197686,10.558971477,10.7960075173,11.0927441875,10.4166074899,10.4360093083,10.7317604764,10.5913514173,10.4311093329,PBC,1.0972921251
teo,teo-x-bible.csv,10.4111632564,10.549777396,10.7810992884,11.0714039457,10.4112509706,10.4306496313,10.7069434296,10.5814754228,10.4319834669,PBC,1.0980478619
fin,fin-x-bible-1766.csv,10.4393171817,10.5968739071,10.8590315099,11.1821460072,10.4394056468,10.4589764634,10.7966576381,10.6344850794,10.4485256635,PBC,1.1123494984
pol,pol-x-bible-nowagdansk.csv,10.4339846036,10.5722380694,10.7997292958,11.0868965311,10.4340715226,10.4532943297,10.7340436181,10.6012125539,10.4533918404,PBC,1.1165565753
ces,ces-x-bible-preklad.csv,10.4692388373,10.6039432733,10.8201875882,11.096692482,10.4693242794,10.4882190729,10.748695765,10.6275216517,10.4850554615,PBC,1.143931513
ukr,ukr-x-bible-2007.csv,10.4669623091,10.6024458004,10.8203078741,11.0986137428,10.4670478504,10.4859652075,10.7582653025,10.6264644312,10.4885327924,PBC,1.1469378563
wmw,wmw-x-bible.csv,10.4780031418,10.6204259963,10.8550938296,11.1490469641,10.4780904834,10.4974064561,10.7664116265,10.6514038721,10.496494074,PBC,1.153820821
