"","ISO","lang.family","lang.genus","native.country","native.country.area","language","lat","lon","mean.temp","sum.precip","sd.temp","growing.season","pop_log","complexity.bias","p.complexity.bias","mono.complexity.bias","open.complexity.bias","morphological.complexity.ld","morphological.complexity.ld.centered","scaled.LDT.ZM","scaled.LDT.H","scaled.LDT.TTR","stock","region","mean.dependency.length","information.density","syllable.rate","information.rate","mean.length","mean.aoa","normalized.vowel.diversity","normalized.consonant.diversity","normalized.tone.diversity","normalized.phoneme.diversity","distance.from.origin","area_log","perimeter_log","n.neighbors_log","sd.precip_log","ratio.L2.L1_log","n.L1.speakers_log","n.L2.speakers_log","n.phonemes_log","n.consonants_log","n.vowels_log","n.sonorants_log","n.obstruents_log","n.monophthongs_log","n.qual.monophthongs_log","n.tones_log","morphological.complexity_log"
"1739","swh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.279814388,-0.61395786,-0.550121867,"Benue-Congo","S Africa",NA,NA,NA,NA,3.87277580071174,NA,-0.4846364,0.9579338,-0.7687792,-0.098493936,3321.007,NA,NA,NA,NA,2.94475748422779,14.8780862587674,17.8228437431967,3.58351893845611,3.43398720448515,1.6094379124341,2.30258509299405,3.04452243772342,1.6094379124341,1.6094379124341,NA,NA
"1740","tpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.953472481,-1.880898288,-1.560010571,"Creole","S New Guinea",NA,NA,NA,NA,3.9125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49002859549377,11.7117763237154,15.2018049190842,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1741","xho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.63157894736842,5.6338127090301,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29653325020001,15.9168725807431,16.2134058307626,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","ada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66356164612965,3.13549421592915,2.484906649788,2.07944154167984,2.70805020110221,2.484906649788,1.94591014905531,1.38629436111989,NA
"1743","adn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68887945411394,2.89037175789616,3.09104245335832,1.79175946922805,2.484906649788,2.484906649788,1.94591014905531,NA,NA
"1744","ael",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.86111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93182563272433,3.63758615972639,2.30258509299405,2.83321334405622,3.04452243772342,2.30258509299405,2.30258509299405,1.09861228866811,NA
"1745","ags",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.44444444444444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61091791264422,3.36729582998647,2.07944154167984,2.39789527279837,2.89037175789616,2.07944154167984,2.07944154167984,NA,NA
"1746","ahl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49650756146648,3.13549421592915,1.94591014905531,1.94591014905531,2.77258872223978,1.94591014905531,1.94591014905531,1.09861228866811,NA
"1747","ajg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80666248977032,3.3322045101752,2.484906649788,2.07944154167984,2.99573227355399,2.484906649788,1.94591014905531,1.6094379124341,NA
"1748","als",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83514880952381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.55534806148941,3.3322045101752,1.94591014905531,2.07944154167984,2.99573227355399,1.94591014905531,1.94591014905531,NA,NA
"1749","ame",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.84810126582278,NA,-1.2345266,0.9579338,-0.7687792,-0.348457316,24708.83,NA,NA,NA,NA,NA,NA,NA,3.36729582998647,3.13549421592915,1.79175946922805,2.07944154167984,2.70805020110221,1.79175946922805,1.09861228866811,NA,NA
"1750","ant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13549421592915,2.83321334405622,1.79175946922805,2.484906649788,1.6094379124341,1.79175946922805,1.09861228866811,NA,NA
"1751","anv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.80514705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40119738166216,3.09104245335832,2.07944154167984,1.94591014905531,2.70805020110221,2.07944154167984,2.07944154167984,NA,NA
"1752","aoj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.09104245335832,2.83321334405622,1.6094379124341,1.38629436111989,2.56494935746154,1.6094379124341,1.6094379124341,NA,NA
"1753","aon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54838709677419,NA,1.3900889,-0.7169629,-0.7687792,-0.031884379,16523.81,NA,NA,NA,NA,NA,NA,NA,3.09104245335832,2.70805020110221,1.94591014905531,1.38629436111989,2.39789527279837,1.94591014905531,1.94591014905531,NA,NA
"1754","apd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.56060606060606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12713438504509,3.98898404656427,2.07944154167984,2.56494935746154,3.71357206670431,2.07944154167984,1.09861228866811,NA,NA
"1755","arg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80666248977032,3.49650756146648,2.484906649788,3.04452243772342,2.484906649788,1.6094379124341,1.6094379124341,NA,NA
"1756","atb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02631578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46573590279973,3.04452243772342,2.07944154167984,1.94591014905531,2.63905732961526,1.6094379124341,1.6094379124341,1.09861228866811,NA
"1757","auc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.02564102564103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.04452243772342,2.39789527279837,2.30258509299405,1.6094379124341,1.79175946922805,2.30258509299405,1.6094379124341,NA,NA
"1758","awx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.05263157894737,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.94443897916644,1.79175946922805,1.79175946922805,2.56494935746154,1.79175946922805,1.79175946922805,NA,NA
"1759","ayr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1510067114094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73766961828337,3.58351893845611,1.79175946922805,2.19722457733622,3.29583686600433,1.79175946922805,1.09861228866811,NA,NA
"1760","azo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.03030303030303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02535169073515,3.66356164612965,2.83321334405622,2.83321334405622,3.09104245335832,2.83321334405622,2.19722457733622,NA,NA
"1761","bao",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93661971830986,NA,-0.4846364,-1.5544112,0.54663194,-0.497471906,23811.14,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.39789527279837,2.484906649788,1.09861228866811,2.07944154167984,2.484906649788,1.79175946922805,0.693147180559945,NA
"1762","bbk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36111111111111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49650756146648,3.25809653802148,1.94591014905531,1.94591014905531,2.94443897916644,1.94591014905531,1.94591014905531,NA,NA
"1763","bbl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.14102564102564,NA,-0.4846364,1.79538213,-0.7687792,0.180655509,6050.101,NA,NA,NA,NA,NA,NA,NA,3.80666248977032,3.55534806148941,2.30258509299405,1.6094379124341,3.40119738166216,2.30258509299405,1.6094379124341,NA,NA
"1764","bbw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40119738166216,3.13549421592915,1.94591014905531,2.19722457733622,2.63905732961526,1.94591014905531,1.94591014905531,NA,NA
"1765","bbx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66356164612965,3.2188758248682,2.63905732961526,2.484906649788,2.56494935746154,2.63905732961526,1.94591014905531,NA,NA
"1766","bby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.23529411764706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07753744390572,3.76120011569356,2.63905732961526,2.484906649788,3.43398720448515,2.63905732961526,2.07944154167984,0.693147180559945,NA
"1767","bca",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.76252983293556,NA,1.3900889,-0.7169629,1.86204304,0.845056353,10834.68,NA,NA,NA,NA,NA,NA,NA,3.36729582998647,2.89037175789616,2.39789527279837,2.07944154167984,2.30258509299405,2.39789527279837,2.39789527279837,NA,NA
"1768","bce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.95161290322581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91202300542815,3.66356164612965,2.39789527279837,2.70805020110221,3.17805383034795,2.39789527279837,2.39789527279837,NA,NA
"1769","bch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18918918918919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.83321334405622,2.484906649788,1.6094379124341,1.6094379124341,1.94591014905531,1.6094379124341,1.6094379124341,NA,NA
"1770","bdr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.10714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13549421592915,2.83321334405622,1.79175946922805,2.07944154167984,2.19722457733622,1.79175946922805,1.79175946922805,NA,NA
"1771","beh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.89655172413793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29583686600433,2.63905732961526,2.30258509299405,1.79175946922805,2.07944154167984,2.30258509299405,1.79175946922805,1.09861228866811,NA
"1772","bem",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9290780141844,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.70805020110221,2.30258509299405,1.94591014905531,2.07944154167984,2.30258509299405,1.6094379124341,NA,NA
"1773","bfl",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.80666248977032,3.46573590279973,2.07944154167984,2.63905732961526,2.89037175789616,2.07944154167984,2.07944154167984,1.6094379124341,NA
"1774","bfm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01428571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71357206670431,3.29583686600433,2.19722457733622,1.94591014905531,2.99573227355399,2.19722457733622,2.19722457733622,1.6094379124341,NA
"1775","bgj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68887945411394,3.29583686600433,2.19722457733622,1.94591014905531,2.99573227355399,2.19722457733622,2.19722457733622,1.38629436111989,NA
"1776","bgo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.83321334405622,2.07944154167984,2.07944154167984,2.19722457733622,2.07944154167984,2.07944154167984,NA,NA
"1777","bhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3322045101752,2.94443897916644,1.94591014905531,1.79175946922805,2.56494935746154,1.94591014905531,1.94591014905531,0.693147180559945,NA
"1778","biw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.00733318523247,3.3322045101752,3.13549421592915,2.83321334405622,2.39789527279837,2.77258872223978,2.19722457733622,1.38629436111989,NA
"1779","bjz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.17805383034795,2.63905732961526,2.30258509299405,1.38629436111989,2.30258509299405,2.30258509299405,1.6094379124341,NA,NA
"1780","bkh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.74074074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49650756146648,3.25809653802148,1.94591014905531,2.56494935746154,2.56494935746154,1.94591014905531,1.94591014905531,NA,NA
"1781","bkv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58351893845611,3.13549421592915,2.30258509299405,2.19722457733622,2.63905732961526,2.30258509299405,1.6094379124341,1.09861228866811,NA
"1782","blk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74358974358974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52636052461616,2.99573227355399,2.39789527279837,1.94591014905531,2.56494935746154,2.19722457733622,2.19722457733622,1.09861228866811,NA
"1783","blr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8974358974359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68887945411394,3.17805383034795,2.63905732961526,2.484906649788,2.484906649788,2.63905732961526,2.63905732961526,0.693147180559945,NA
"1784","bmo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04305126783455,3.52636052461616,2.89037175789616,2.77258872223978,2.89037175789616,2.89037175789616,2.30258509299405,1.6094379124341,NA
"1785","bnm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.43398720448515,2.99573227355399,2.07944154167984,2.30258509299405,2.30258509299405,2.07944154167984,2.07944154167984,1.09861228866811,NA
"1786","bod",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01754385964912,NA,1.3900889,1.79538213,0.54663194,1.244034323,9856.141,NA,NA,NA,NA,NA,NA,NA,3.63758615972639,3.17805383034795,2.07944154167984,2.07944154167984,2.77258872223978,2.07944154167984,2.07944154167984,1.79175946922805,NA
"1787","bqx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02535169073515,3.3322045101752,3.29583686600433,1.79175946922805,3.09104245335832,3.29583686600433,2.19722457733622,0,NA
"1788","bsq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58351893845611,3.09104245335832,1.94591014905531,1.6094379124341,2.83321334405622,1.94591014905531,1.94591014905531,1.94591014905531,NA
"1789","bss",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.84166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78418963391826,3.09104245335832,2.89037175789616,2.39789527279837,2.39789527279837,2.89037175789616,2.07944154167984,1.38629436111989,NA
"1790","btg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93182563272433,3.13549421592915,3.25809653802148,1.94591014905531,2.77258872223978,3.25809653802148,2.56494935746154,0.693147180559945,NA
"1791","bud",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.18333333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.40119738166216,3.04452243772342,1.79175946922805,2.19722457733622,2.484906649788,1.79175946922805,1.38629436111989,1.09861228866811,NA
"1792","bvm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46573590279973,3.13549421592915,2.19722457733622,1.94591014905531,2.77258872223978,2.19722457733622,2.19722457733622,NA,NA
"1793","bwo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.45569620253165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.77258872223978,1.79175946922805,1.94591014905531,2.19722457733622,1.79175946922805,1.79175946922805,1.09861228866811,NA
"1794","bwq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.90540540540541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.63758615972639,2.94443897916644,2.94443897916644,1.79175946922805,2.56494935746154,2.94443897916644,1.94591014905531,NA,NA
"1795","bwt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85014760171006,3.29583686600433,2.77258872223978,1.94591014905531,2.99573227355399,2.77258872223978,2.07944154167984,1.38629436111989,NA
"1796","byv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.12162162162162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.77258872223978,2.19722457733622,1.79175946922805,2.30258509299405,2.19722457733622,2.19722457733622,NA,NA
"1797","bzx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.52636052461616,2.99573227355399,2.63905732961526,2.07944154167984,2.484906649788,2.63905732961526,1.94591014905531,NA,NA
"1798","ccc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36729582998647,2.94443897916644,2.30258509299405,2.07944154167984,2.39789527279837,2.30258509299405,1.6094379124341,NA,NA
"1799","cof",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2188758248682,2.77258872223978,2.19722457733622,1.79175946922805,2.30258509299405,2.19722457733622,1.6094379124341,NA,NA
"1800","cog",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.68887945411394,3.04452243772342,2.94443897916644,2.07944154167984,2.56494935746154,2.89037175789616,2.19722457733622,NA,NA
"1801","ctu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.30666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25809653802148,2.99573227355399,1.79175946922805,1.6094379124341,2.70805020110221,1.79175946922805,1.79175946922805,NA,NA
"1802","cuv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.19117647058824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36729582998647,3.29583686600433,0.693147180559945,2.30258509299405,2.83321334405622,0.693147180559945,0.693147180559945,NA,NA
"1803","dbq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.77142857142857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85014760171006,3.58351893845611,1.79175946922805,2.56494935746154,3.13549421592915,1.79175946922805,1.79175946922805,1.6094379124341,NA
"1804","dgi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.71357206670431,3.36729582998647,2.19722457733622,2.19722457733622,2.99573227355399,2.19722457733622,2.19722457733622,1.09861228866811,NA
"1805","dic",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.04305126783455,3.29583686600433,3.29583686600433,2.07944154167984,2.94443897916644,3.29583686600433,2.19722457733622,1.09861228866811,NA
"1806","diq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.78418963391826,3.40119738166216,2.63905732961526,2.07944154167984,3.09104245335832,2.07944154167984,2.07944154167984,NA,NA
